scene_id,candidate_id,task_id,start_x,start_y,start_z,goal_x,goal_y,goal_z,candidate_seed,planner_success,rollout_success,reference_completed,goal_reached,collision_count,ground_contact_count,nonfinite_count,clip_count,accepted,failure_reason,split,episode_length,minimum_goal_distance,max_raw_action_component,max_commanded_speed,max_speed_limit_excess,error
OPEN_00,16,OPEN_00_TASK_016,1.1422995067027069,-0.1955002048426273,1.0309091798211034,4.043304823328,-0.485881937989728,0.7768758983446695,20260824,True,True,True,True,0,0,0,0,True,accepted,train,332,0.0190542166504979,0.9959903023004937,0.8009991446108049,0.0,
OPEN_00,17,OPEN_00_TASK_017,1.0149894733631502,-0.0003709713214664623,0.9646469703342628,4.249412556084265,-0.4634010297431963,0.80663457249596,20260825,True,True,True,True,0,0,0,0,True,accepted,train,364,0.032899481369577405,0.9962819618962842,0.8009872384926654,0.0,
OPEN_00,18,OPEN_00_TASK_018,0.39262661629810297,-0.10971525819606198,1.169110518964616,4.37302429062453,-0.31897694677139576,0.8102789323466256,20260826,True,True,True,True,0,0,0,0,True,accepted,val,433,0.04138967179374902,0.9979273489676176,0.8009988599713231,0.0,
OPEN_00,19,OPEN_00_TASK_019,0.6147931128507549,0.16640101030619936,1.0164667696164713,4.470499648095423,0.21187571955764728,1.1055067837300214,20260827,True,True,True,True,0,0,0,0,True,accepted,train,420,0.024950003564690768,0.9998379836526824,0.8009918313595596,0.0,
OPEN_00,20,OPEN_00_TASK_020,1.110075824252835,-0.1107726072484374,0.9858987320277699,3.935900469468468,0.38896067025677905,0.9964906470712542,20260828,True,True,True,True,0,0,0,0,True,accepted,test,327,0.02316398135581489,0.9943536853166757,0.8009998677469274,0.0,
OPEN_00,21,OPEN_00_TASK_021,0.9130102922296153,-0.02723915125780585,0.9680471527193004,4.564967530656709,0.19341369500125183,0.9523873661015068,20260829,True,True,True,True,0,0,0,0,True,accepted,train,402,0.024116770523484894,0.9992020345153569,0.8009976139941251,0.0,
OPEN_00,22,OPEN_00_TASK_022,0.39585946559323654,-0.02751279095278991,0.9238788645404867,4.551132201094173,-0.34002132500545257,0.9279585879941012,20260830,True,True,True,True,0,0,0,0,True,accepted,train,449,0.055908936557808986,0.9989211119141108,0.8009985786968947,0.0,
OPEN_00,23,OPEN_00_TASK_023,0.39505286145973995,0.1435210415106607,1.2035175035990842,4.649453154837769,-0.0010010776195842341,1.2418697070607658,20260831,True,True,True,True,0,0,0,0,True,accepted,train,458,0.04880758357577432,0.9996644804319897,0.8009982056136978,0.0,
OPEN_00,24,OPEN_00_TASK_024,0.7686985320186057,0.05021455627340621,0.8695992235961785,4.013670531653541,0.05511681339514518,1.0074591160007265,20260832,True,True,True,True,0,0,0,0,True,accepted,train,363,0.02511679893291527,0.9995088535469829,0.8009988000776379,0.0,
OPEN_00,25,OPEN_00_TASK_025,0.5845385420924705,0.43574994377279663,0.922997240338735,4.2179323674268705,-0.01973966758415835,0.7546112928514092,20260833,True,True,True,True,0,0,0,0,True,accepted,test,401,0.04427533149296745,0.9972671004497609,0.8009880031801411,0.0,
OPEN_00,26,OPEN_00_TASK_026,0.4581236378563659,-0.2583522396106198,0.9213171765630914,3.829405118367384,-0.3283869853448296,0.7539935128239132,20260834,True,True,True,True,0,0,0,0,True,accepted,val,374,0.04063173168641069,0.9991471492315399,0.800984838150505,0.0,
OPEN_00,27,OPEN_00_TASK_027,0.9183041633214877,0.03867878176268347,1.1476643060600218,4.286574948017858,-0.43384447916667845,0.7898377847310429,20260835,True,True,True,True,0,0,0,0,True,accepted,train,378,0.027517266164299805,0.9947861357356922,0.8009994996448163,0.0,
OPEN_00,28,OPEN_00_TASK_028,1.216894699343843,0.3517631476177291,0.8213504636911553,4.750756139122489,0.23009915985118723,1.182421053250489,20260836,True,True,True,True,0,0,0,0,True,accepted,train,390,0.012242350820348014,0.9971770818285715,0.8010000068315021,6.831502014081892e-09,
OPEN_00,29,OPEN_00_TASK_029,1.2631696969801052,0.09798525850863682,0.9239919262229312,4.775953782798978,-0.08919439642017779,1.1455550464299167,20260837,True,True,True,True,0,0,0,0,True,accepted,train,387,0.024552680576411967,0.9980993591859062,0.8009883177142122,0.0,
OPEN_00,30,OPEN_00_TASK_030,0.6951186093213388,0.1771537115455868,0.8869188700302144,4.663399203927497,0.19691111853137255,1.0989344475112197,20260838,True,True,True,True,0,0,0,0,True,accepted,train,431,0.03487922472525475,0.9993872307540101,0.8009875102865219,0.0,
OPEN_00,31,OPEN_00_TASK_031,0.5939861848463734,-0.44772810700275545,1.208956679022355,4.196063667722467,0.08397205585848111,0.9857826406276808,20260839,True,True,True,True,0,0,0,0,True,accepted,test,399,0.03156562975048552,0.9957258480981374,0.8009974103455938,0.0,
OPEN_00,32,OPEN_00_TASK_032,1.156869932889681,-0.2630356381891019,1.0289562815667923,3.92214031409598,-0.04916436592443185,0.854320907317228,20260840,True,True,True,True,0,0,0,0,True,accepted,train,319,0.020588024635669014,0.996945054901293,0.800993402459701,0.0,
OPEN_00,33,OPEN_00_TASK_033,0.35407164312302863,0.3812858428707897,1.2396087910741937,4.1527798097007835,-0.20231755164681098,1.2289259251301548,20260841,True,True,True,True,0,0,0,0,True,accepted,val,417,0.04032714590069108,0.9959312316483162,0.8009963465536439,0.0,
OPEN_00,34,OPEN_00_TASK_034,0.9706117230352715,-0.35259615835588753,1.0180799477750617,4.0572647872944305,0.13088951772853297,1.095886052064448,20260842,True,True,True,True,0,0,0,0,True,accepted,train,351,0.02639694200381463,0.9957580936872586,0.8009995319030099,0.0,
OPEN_00,35,OPEN_00_TASK_035,0.8741455000195635,-0.014481272852771676,1.0796729864446273,4.003174092507087,-0.4323106047566926,1.1030565641952552,20260843,True,True,True,True,0,0,0,0,True,accepted,train,354,0.03559907796987479,0.9967606833169856,0.8009990705463702,0.0,
OPEN_00,36,OPEN_00_TASK_036,1.085666664919936,0.02933174203290745,1.0059939674762342,4.47489426138597,0.05651238174946405,0.9637556093007896,20260844,True,True,True,True,0,0,0,0,True,accepted,train,377,0.030492633702269838,0.9999328769379022,0.8009893318638227,0.0,
OPEN_00,37,OPEN_00_TASK_037,0.4160876459628432,0.378664419666896,1.0997979430039644,4.556779150407186,0.36241685808538604,0.9401201546787992,20260845,True,True,True,True,0,0,0,0,True,accepted,train,447,0.034869247457158435,0.9996556591445412,0.8010000019576133,1.957613321446061e-09,
OPEN_00,38,OPEN_00_TASK_038,1.0225189092405735,0.4087264037940216,1.1777619165223965,3.948386565648309,-0.4597855339725355,0.9964054011452542,20260846,True,True,True,True,0,0,0,0,True,accepted,train,343,0.04972222178153022,0.9812419038593048,0.800998819757933,0.0,
OPEN_00,39,OPEN_00_TASK_039,0.2287328403815002,0.24901480231334194,0.9591366546230301,4.726955917892878,-0.2552791189336344,0.7654418565083583,20260847,True,True,True,True,0,0,0,0,True,accepted,train,482,0.05039612686240769,0.9976490440328952,0.8009977521581932,0.0,
OPEN_01,0,OPEN_01_TASK_000,0.7901536406271077,-0.7234218107613155,0.9878757645353715,3.805703106165194,0.764762883549721,1.4162012274150857,20360808,True,True,True,True,0,0,0,0,True,accepted,train,369,0.015253002255779536,0.9254147159050836,0.8009876654179745,0.0,
OPEN_01,1,OPEN_01_TASK_001,0.7427990202659438,-0.6665360691807525,0.764309231057535,4.287166914037533,0.8549977658438063,1.509372414954932,20360809,True,True,True,True,0,0,0,0,True,accepted,train,420,0.04294175651738887,0.9466303472107374,0.8009990432431277,0.0,
OPEN_01,2,OPEN_01_TASK_002,0.2495454007618629,-0.7274091360305147,0.9884201584764548,4.398577451507071,0.9258378945658317,1.257447151648505,20360810,True,True,True,True,0,0,0,0,True,accepted,train,472,0.04277506898298769,0.9623255996808999,0.8009990076974021,0.0,
OPEN_01,3,OPEN_01_TASK_003,0.9096395292825095,-0.8378105474023256,0.6335073415586648,4.4867464096856615,1.012138686054791,1.5536831655483232,20360811,True,True,True,True,0,0,0,0,True,accepted,test,439,0.016069302231949707,0.9001853452811421,0.8009935702787859,0.0,
OPEN_01,4,OPEN_01_TASK_004,0.43328992366008695,-1.0943048835450346,0.8440903057695353,4.451419488469259,1.0891618341086793,1.3230136092001135,20360812,True,True,True,True,0,0,0,0,True,accepted,train,483,0.04329288838772429,0.9056087037480769,0.8009979633211084,0.0,
OPEN_01,5,OPEN_01_TASK_005,0.5667286194674537,-1.0024650198919085,0.637252641319971,3.9288514144756324,1.0463512807393849,1.4217699018193728,20360813,True,True,True,True,0,0,0,0,True,accepted,train,425,0.018932363590463307,0.8803542246991605,0.8009933255672494,0.0,
OPEN_01,6,OPEN_01_TASK_006,0.8594803233453441,-0.9437244000794401,0.8869481405513719,4.550637132414994,0.9388476733051143,1.500844681150615,20360814,True,True,True,True,0,0,0,0,True,accepted,train,447,0.009355284394045097,0.9161608764549848,0.8009954353846162,0.0,
OPEN_01,7,OPEN_01_TASK_007,0.8881335100103154,-0.8907295951744086,0.9965035272510399,4.159795902844239,1.184336160335272,1.591780392521013,20360815,False,False,False,False,0,0,0,0,False,planner_failed,,0,,0.0,0.0,0.0,GCOPTER planner failed rc=5: w s l :   锟絟Km0R  l o c a l h o s t   锟絅tM锟絥锟紽O*g\锟斤拷P0R  W S L 0N A T   !j_N锟絭  W S L    N/ec  l o c a l h o s t   锟絅t0
OPEN_01,8,OPEN_01_TASK_008,0.4544274762875288,-1.1168935425598916,0.6204707366386227,4.064774312851849,1.1692212975229785,1.3274321388561867,20360816,True,True,True,True,0,0,0,0,True,accepted,train,455,0.03871736554309494,0.8741440300415345,0.8009937989279322,0.0,
OPEN_01,9,OPEN_01_TASK_009,1.1588564928434013,-0.8120945169809092,0.856184365936058,4.4826523863631484,0.8892160002332192,1.6430119352409422,20360817,True,True,True,True,0,0,0,0,True,accepted,train,413,0.034177859107477074,0.918552634764196,0.8009965531577273,0.0,
OPEN_01,10,OPEN_01_TASK_010,1.035001568487559,-0.76846402402179,0.7592245145898621,4.4427095712790186,1.0504124519852578,1.298045487074658,20360818,True,True,True,True,0,0,0,0,True,accepted,train,418,0.023707025772397902,0.9028923507752511,0.8009959686566023,0.0,
OPEN_01,11,OPEN_01_TASK_011,0.54760187721082,-0.7997841399824417,0.903908665626258,3.970313673810812,0.8570233595803987,1.5238942146615433,20360819,True,True,True,True,0,0,0,0,True,accepted,train,412,0.036119794222588916,0.9318812481059131,0.8009983623047541,0.0,
OPEN_01,12,OPEN_01_TASK_012,1.274260487373221,-0.6996356318248638,0.928678275238922,4.03131746444196,0.8370009596779628,1.4162531026550038,20360820,True,True,True,True,0,0,0,0,True,accepted,train,353,0.02066486815694683,0.8862865715200293,0.8009968788638077,0.0,
OPEN_01,13,OPEN_01_TASK_013,0.9740769187082905,-0.5531863933814485,0.6890458015536147,3.8720690880655986,1.1907281190355201,1.420831432788399,20360821,True,True,True,True,0,0,0,0,True,accepted,train,375,0.006794298440535784,0.8710250769828605,0.8009975494952697,0.0,
OPEN_01,14,OPEN_01_TASK_014,0.9903001010301042,-0.4790084329051246,0.8292488706085863,4.491503226902903,0.9940587243300109,1.4954796905893615,20360822,True,True,True,True,0,0,0,0,True,accepted,val,413,0.02569021614127845,0.9533663507348765,0.8009992651517397,0.0,
OPEN_01,15,OPEN_01_TASK_015,0.8817541942563178,-1.0516421806898735,0.8448780527439971,4.493529513860031,0.7641631682267065,1.6286480826361647,20360823,True,True,True,True,0,0,0,0,True,accepted,train,445,0.044718900603426356,0.9466265244387042,0.8009990713539487,0.0,
OPEN_01,16,OPEN_01_TASK_016,0.2495450123153376,-0.8970856966857929,0.9350763615358384,4.791239536708705,1.0437840270995906,1.2380995243766173,20360824,True,True,True,True,0,0,0,0,True,accepted,train,516,0.0531889007313851,0.9451121229944066,0.8009999622223013,0.0,
OPEN_01,17,OPEN_01_TASK_017,0.8380293170181474,-0.43562026266088005,0.9396941678559378,4.4467600441926916,0.776431321395122,1.228215328477982,20360825,True,True,True,True,0,0,0,0,True,accepted,val,412,0.045285336874652804,0.9746721360288018,0.8009982965474731,0.0,
OPEN_01,18,OPEN_01_TASK_018,0.5989321696408076,-0.5196642179060758,0.7095494917954671,4.301587964638601,0.928824253096332,1.5983337893749974,20360826,True,True,True,True,0,0,0,0,True,accepted,train,433,0.03785731526083469,0.9541074927841302,0.8009994803616983,0.0,
OPEN_01,19,OPEN_01_TASK_019,0.7723038461946345,-0.42896995721719366,0.9413304475935408,4.43178694439808,0.8318548656511069,1.5709539894726736,20360827,True,True,True,True,0,0,0,0,True,accepted,train,421,0.021775094162418948,0.9680719879428069,0.8009952074790779,0.0,
OPEN_01,20,OPEN_01_TASK_020,0.5097925664072104,-1.0818438270563815,0.7750384364125205,4.286658293775739,1.2346971069377126,1.4023697320965294,20360828,True,True,True,True,0,0,0,0,True,accepted,train,469,0.0342236588088709,0.886048750666554,0.8009929131279889,0.0,
OPEN_01,21,OPEN_01_TASK_021,0.6344691361809212,-0.5733200119643898,0.6818717185699467,4.46511826994218,0.858005048760083,1.3739987300712861,20360829,True,True,True,True,0,0,0,0,True,accepted,train,441,0.038360449490637126,0.9626670308683759,0.800990385174549,0.0,
OPEN_01,22,OPEN_01_TASK_022,1.1479381072346204,-0.8154615005405477,0.6433626731251583,4.617709502375367,0.8545318995829323,1.5104895682083674,20360830,True,True,True,True,0,0,0,0,True,accepted,train,426,0.035305568537293955,0.9351684052647262,0.8009983125134237,0.0,
OPEN_01,23,OPEN_01_TASK_023,0.3364127388648673,-0.6559535566246759,0.942312613695422,4.0692152067799805,0.9797256741021287,1.5674231534672824,20360831,True,True,True,True,0,0,0,0,True,accepted,train,437,0.04464952544699189,0.9508854261499,0.8009976797069311,0.0,
OPEN_01,24,OPEN_01_TASK_024,0.8840387843680142,-0.8626784795731461,0.9466675889545497,4.264338912705833,0.7826621519805383,1.6546892884279258,20360832,True,True,True,True,0,0,0,0,True,accepted,train,412,0.05155000409859619,0.9138788674315921,0.8009971702318174,0.0,
OPEN_01,25,OPEN_01_TASK_025,1.1943083290774403,-0.6354996738155237,0.7161279321494016,3.8349710546080997,0.7898314706279128,1.465679021762896,20360833,True,True,True,True,0,0,0,0,True,accepted,train,340,0.016305093224033045,0.894345349200873,0.8009981987579969,0.0,
OPEN_01,26,OPEN_01_TASK_026,0.5272310322135673,-0.6335764672969716,0.894588497421966,3.8167399849661674,1.1987207525134047,1.4520619547151594,20360834,True,True,True,True,0,0,0,0,True,accepted,train,410,0.02550482949917283,0.8907854002797903,0.8009981095367172,0.0,
OPEN_01,27,OPEN_01_TASK_027,0.48578937482525364,-0.8097151824845671,0.86688278425189,4.131568912536682,1.0098995349334785,1.2501033568614652,20360835,True,True,True,True,0,0,0,0,True,accepted,train,435,0.02987472245417663,0.9348679285001166,0.8009990821722716,0.0,
OPEN_01,28,OPEN_01_TASK_028,0.9613021032664164,-0.5839186275137401,0.616139809861401,3.986609486354209,0.9976343294054262,1.5757344575190184,20360836,True,True,True,True,0,0,0,0,True,accepted,val,381,0.033991092488659995,0.9206935813685513,0.8009914276702811,0.0,
OPEN_01,29,OPEN_01_TASK_029,0.2894056659908375,-0.7250114039365002,0.6003669147071607,4.393615166835172,1.0698638717603215,1.3712269047341372,20360837,True,True,True,True,0,0,0,0,True,accepted,val,476,0.04460862613482779,0.9497328314114316,0.8009924712489692,0.0,
OPEN_01,30,OPEN_01_TASK_030,1.2420470213654276,-1.0148689620148224,0.7610489056050883,4.532787575815521,1.1810279450402363,1.428843857079943,20360838,True,True,True,True,0,0,0,0,True,accepted,test,434,0.01694381694801324,0.8646320305592439,0.8009999366026448,0.0,
OPEN_01,31,OPEN_01_TASK_031,0.44750432104155874,-0.9593950874013851,0.8009934687374595,4.389030616991788,0.8615076279873413,1.5316593683452868,20360839,True,True,True,True,0,0,0,0,True,accepted,val,465,0.025308217011116466,0.9276054255154322,0.8009990367388325,0.0,
OPEN_01,32,OPEN_01_TASK_032,0.7550242850997191,-0.6558715989125823,0.895554156311316,4.295146439581089,0.9426600117751766,1.4874778646993265,20360840,True,True,True,True,0,0,0,0,True,accepted,train,420,0.02236922558645405,0.9467305204941091,0.800991547292448,0.0,
OPEN_01,33,OPEN_01_TASK_033,0.7749286986533914,-1.089755243301425,0.6253836028931142,4.660160828070291,0.9581695167900465,1.5061978981294173,20360841,True,True,True,True,0,0,0,0,True,accepted,test,475,0.036270921985259406,0.9224107607350217,0.8009997448432735,0.0,
OPEN_01,34,OPEN_01_TASK_034,1.089531466602909,-0.5333408447718304,0.7128315109992647,4.4720684498174625,0.8485973448518347,1.2509946573141917,20360842,True,True,True,True,0,0,0,0,True,accepted,test,399,0.028197668561122834,0.9567378164535324,0.8009912712571846,0.0,
OPEN_01,35,OPEN_01_TASK_035,1.2706825111202482,-0.6937053125441567,0.6976066075961536,3.8066376300696603,0.9961740907399586,1.5205787456743778,20360843,True,True,True,True,0,0,0,0,True,accepted,train,344,0.023938455457930923,0.8286354056787811,0.8009999125068618,0.0,
OPEN_01,36,OPEN_01_TASK_036,0.5498382574944722,-0.38612340281337265,0.6647070166743468,4.11610605308654,0.9815040367298049,1.2925673412153365,20360844,True,True,True,True,0,0,0,0,True,accepted,test,415,0.025602416199552683,0.9606805954535717,0.8009949689177165,0.0,
OPEN_01,37,OPEN_01_TASK_037,0.7890339891649853,-0.8848857925083757,0.8802722808507576,4.16655546098208,1.177339415490084,1.6265970701549706,20360845,True,True,True,True,0,0,0,0,True,accepted,val,427,0.031232666764816248,0.8861824740828628,0.8009997692083467,0.0,
OPEN_01,38,OPEN_01_TASK_038,0.35015572192063904,-0.6089400082589518,0.6395690959404916,4.140826718976042,0.8186421807484996,1.5063459800464927,20360846,True,True,True,True,0,0,0,0,True,accepted,train,440,0.05010587877179251,0.9567729333161753,0.8009920379650519,0.0,
OPEN_01,39,OPEN_01_TASK_039,0.8199319523168664,-0.8869991822888657,0.8147261938864383,4.392206271861843,1.0578103903913698,1.5583929385235207,20360847,True,True,True,True,0,0,0,0,True,accepted,train,439,0.030282397969959223,0.8986187994458049,0.8009998116339723,0.0,
OPEN_01,40,OPEN_01_TASK_040,0.9315304405492697,-0.5864195913915249,0.9403349492792896,4.017986099841158,0.7752776814280327,1.6055251462940257,20360848,True,True,True,True,0,0,0,0,True,accepted,test,374,0.04237724734335315,0.9467169170057741,0.8009965022183063,0.0,
OPEN_02,0,OPEN_02_TASK_000,0.36433257021042686,-0.14794599969398226,0.7096425232901789,3.463982091665269,0.4306701951767661,1.6165336507712231,20460808,True,True,True,True,0,0,0,0,True,accepted,train,366,0.018325585323603358,0.9737088290877831,0.8009968347902496,0.0,
OPEN_02,1,OPEN_02_TASK_001,0.7010003066296101,-0.01640047964959812,0.8091022395307812,3.551470981358867,0.1180430489930332,1.5474922834235083,20460809,True,True,True,True,0,0,0,0,True,accepted,train,336,0.03515560028204158,0.9859141518849631,0.800995231260147,0.0,
OPEN_02,2,OPEN_02_TASK_002,0.20629855480262987,-0.01796163371930648,0.8007164650213864,3.65738916439183,0.3260106785134955,1.796480824901932,20460810,True,True,True,True,0,0,0,0,True,accepted,train,399,0.017233775302625334,0.9694171327403774,0.8009874477416294,0.0,
OPEN_02,3,OPEN_02_TASK_003,0.5837701089075762,0.3755353297195526,0.8492446061131599,3.6995071273481517,0.41464446007754563,1.6914286746942038,20460811,True,True,True,True,0,0,0,0,True,accepted,train,363,0.03966246164162247,0.9758531608591101,0.8009890946429057,0.0,
OPEN_02,4,OPEN_02_TASK_004,0.1833917650752566,-0.38067349033833264,0.6881464847764869,3.5619073267210104,0.12212819023905008,1.7898088201973765,20460812,True,True,True,True,0,0,0,0,True,accepted,val,396,0.02200259043986479,0.9577999320795602,0.8009985859056887,0.0,
OPEN_02,5,OPEN_02_TASK_005,0.18197472976374604,-0.3884107348635911,0.6550269703143221,3.6294118297997793,0.10485251205732682,1.536298896690172,20460813,True,True,True,True,0,0,0,0,True,accepted,train,396,0.006525616616374893,0.981937130681059,0.8009978923101143,0.0,
OPEN_02,6,OPEN_02_TASK_006,0.19873049566887846,-0.30093783369318183,0.7711554883750088,3.5792977726904542,-0.03417110200098272,1.6216778257554443,20460814,True,True,True,True,0,0,0,0,True,accepted,test,388,0.021951630990595872,0.9775404722202383,0.8009831102675303,0.0,
OPEN_02,7,OPEN_02_TASK_007,0.6452329530879851,-0.26931815273122395,0.6644522312483421,3.4704859914007637,-0.19649811672750528,1.7894815330552696,20460815,True,True,True,True,0,0,0,0,True,accepted,train,345,0.01915738795735392,0.941063710584078,0.8009834006730702,0.0,
OPEN_02,8,OPEN_02_TASK_008,0.5274910906399424,0.3475432130691385,0.6077026712033023,3.5379298397468073,-0.44726369752804385,1.581130631994766,20460816,True,True,True,True,0,0,0,0,True,accepted,val,363,0.027685174446974638,0.9593623988468081,0.8009970109048296,0.0,
OPEN_02,9,OPEN_02_TASK_009,0.24756026254192243,0.09887564348391287,0.6611871424405775,3.5169026133952737,0.2197435485624859,1.5538925354070279,20460817,True,True,True,True,0,0,0,0,True,accepted,train,378,0.027696743861173434,0.9816799460620428,0.8009885651979537,0.0,
OPEN_02,10,OPEN_02_TASK_010,0.26434907251282574,0.3752884191972429,0.6069655261116612,3.2131177524696017,0.47136287848904446,1.537904370910653,20460818,True,True,True,True,0,0,0,0,True,accepted,train,349,0.027980501762679893,0.9699915023960779,0.8009999236012907,0.0,
OPEN_02,11,OPEN_02_TASK_011,0.68448093407488,-0.47849381633808385,0.8357644086173643,3.1265304485222702,0.4608820486127525,1.7800282841402475,20460819,True,True,True,True,0,0,0,0,True,accepted,train,321,0.030567867380598204,0.9272123028581037,0.800995269789801,0.0,
OPEN_02,12,OPEN_02_TASK_012,0.6755488637226252,0.3556928621257731,0.6277410731037877,3.287086158637786,-0.47462068563867865,1.8163802203289985,20460820,True,True,True,True,0,0,0,0,True,accepted,train,338,0.029378400981884375,0.897204314917677,0.8009948431226604,0.0,
OPEN_02,13,OPEN_02_TASK_013,0.14195819003911664,-0.0619662421227799,0.8230949849709084,3.588104420795649,-0.4088981449818244,1.5673575295818067,20460821,True,True,True,True,0,0,0,0,True,accepted,train,392,0.02265350791699242,0.9884387900208728,0.8009999318641465,0.0,
OPEN_02,14,OPEN_02_TASK_014,0.601586633255994,0.1246083868762029,0.6000595393435169,3.837161019965339,0.3519185315541514,1.8028303412228026,20460822,True,True,True,True,0,0,0,0,True,accepted,train,383,0.029223786984219572,0.9486091699927869,0.8009973427889794,0.0,
OPEN_02,15,OPEN_02_TASK_015,0.27633379988520457,-0.4353892991425794,0.6026813937621837,3.2998565039523573,0.17184527805557148,1.7185649873494049,20460823,True,True,True,True,0,0,0,0,True,accepted,val,365,0.01086170020041635,0.9441710722779247,0.800994398753902,0.0,
OPEN_02,16,OPEN_02_TASK_016,0.5399202346329,0.11953446101965026,0.7184822135310993,3.4864866052526655,0.11258945100855722,1.7484460543058187,20460824,True,True,True,True,0,0,0,0,True,accepted,train,353,0.011047975952991916,0.9554017450039306,0.800999073312827,0.0,
