scene_id,family,reference_completed,goal_reached,trajectory_duration,rollout_duration,sampling_count,control_dt,final_goal_distance,minimum_goal_distance,obstacle_collision_count,ground_contact_count,minimum_obstacle_clearance,nonfinite_observation_count,nonfinite_action_count,nonfinite_state_count,expert_action_clip_count,expert_action_clip_fraction,max_raw_action_component,max_velocity_norm,max_commanded_speed,max_speed_limit_excess,v_ref_finite,observation_shape,trace_file,pass,rollout_wall_time_s
OPEN_00,OPEN,True,True,8.944851993767927,10.944851993767927,526,0.020833333333333332,0.046014089687080095,0.03744428760147105,0,0,,0,0,0,0,0.0,0.9999973425071688,0.8143775284023571,0.8009985513143478,0.0,True,[34],artifacts\m0\action_traces\OPEN_00_action_trace.csv,True,0.2294415000014851
OPEN_01,OPEN,True,True,9.66463631132834,11.66463631132834,560,0.020833333333333332,0.06293139877397375,0.05811613777636032,0,0,,0,0,0,0,0.0,0.9489409984139882,0.8178385356176666,0.8009934718609087,0.0,True,[34],artifacts\m0\action_traces\OPEN_01_action_trace.csv,True,0.23776340000040364
OPEN_02,OPEN,True,True,7.340039812265124,9.340039812265124,449,0.020833333333333332,0.020583713641119352,0.015522032564716367,0,0,,0,0,0,0,0.0,0.9730783234804083,0.8148967681847403,0.8009994946766569,0.0,True,[34],artifacts\m0\action_traces\OPEN_02_action_trace.csv,True,0.19304809999994177
BLOCK_00,BLOCK,True,True,10.79272722835166,12.79272722835166,615,0.020833333333333332,0.06356535723896051,0.053117385342845685,0,0,0.18611440517711997,0,0,0,0,0.0,0.998479972817108,0.820638882332889,0.8009947329104766,0.0,True,[34],artifacts\m0\action_traces\BLOCK_00_action_trace.csv,True,0.26518689999829803
BLOCK_01,BLOCK,True,True,10.539145869846623,12.539145869846623,602,0.020833333333333332,0.02925302733274306,0.027868138968701994,0,0,0.13838765164420114,0,0,0,0,0.0,0.9976180510291663,0.8256172321876086,0.8009995631168592,0.0,True,[34],artifacts\m0\action_traces\BLOCK_01_action_trace.csv,True,0.25788720000127796
BLOCK_02,BLOCK,True,True,11.231842860258318,13.231842860258318,636,0.020833333333333332,0.08373398282631636,0.06609121622335384,0,0,0.22482213172528098,0,0,0,0,0.0,0.9906353370867675,0.8256376531771531,0.8009858987853006,0.0,True,[34],artifacts\m0\action_traces\BLOCK_02_action_trace.csv,True,0.25890400000025693
SBEND_00,SBEND,True,True,13.043604253950612,15.043604253950612,723,0.020833333333333332,0.1038388737115472,0.08503029088603226,0,0,0.3234229302705591,0,0,0,0,0.0,0.9968760203031765,0.8123278506946919,0.8009998662624421,0.0,True,[34],artifacts\m0\action_traces\SBEND_00_action_trace.csv,True,0.2954271999988123
SBEND_01,SBEND,True,True,15.272683466281588,17.27268346628159,830,0.020833333333333332,0.0670421073957111,0.06639241042663707,0,0,0.5263803863039277,0,0,0,0,0.0,0.9612551189528089,0.8145960293382708,0.8009974500019998,0.0,True,[34],artifacts\m0\action_traces\SBEND_01_action_trace.csv,True,0.33380310000029567
SBEND_02,SBEND,True,True,15.561690080112154,17.561690080112154,843,0.020833333333333332,0.07929863088588994,0.074628425227986,0,0,0.33830970266747656,0,0,0,0,0.0,0.9588511292503759,0.8226935716964541,0.8009974728749385,0.0,True,[34],artifacts\m0\action_traces\SBEND_02_action_trace.csv,True,0.34738149999975576
