update,train_loss,val_loss,gradient_norm
1000,0.000953,0.000974,
2000,0.000635,0.000678,
3000,0.000548,0.000554,
4000,0.000468,0.000463,
5000,0.000382,0.000413,
6000,0.000357,0.000385,
7000,0.000341,0.000332,
8000,0.000291,0.000309,
9000,0.000292,0.000293,
10000,0.000236,0.000272,
