accepted,anchor_angular_velocity,anchor_position,anchor_position_error,anchor_quaternion,anchor_step,anchor_time,anchor_velocity,clip_count,collision_count,episode_length,error,family,goal_reached,ground_contact_count,minimum_goal_distance,nonfinite_count,planner_error,planner_interface,planner_success,recovery_episode_id,recovery_steps,reference_completed,scene_id,source_split,student_outcome,switched_state_position_error,task_id
False,"[-0.7637705206871033,0.23405495285987854,0.04037432000041008]","[0.9873153567314148,-0.5129154324531555,0.8310388922691345]",0.30530187194767244,"[0.009944806806743145,0.031132569536566734,0.021582674235105515,0.9992327094078064]",52,1.1041666666666667,"[0.5581083297729492,-0.5262935161590576,0.16592371463775635]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_02,TRAIN,SUCCESS,,BLOCK_02_TASK_003
False,"[-0.9461897015571594,0.5908690690994263,0.35630083084106445]","[1.6041843891143799,-0.023104293271899223,1.346601128578186]",0.3010162071936597,"[0.013627343811094761,0.0030360484961420298,-0.0017706286162137985,0.9999009370803833]",48,1.0208333333333333,"[0.32079052925109863,-0.039480987936258316,0.7172890305519104]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_02,TRAIN,SUCCESS,,BLOCK_02_TASK_004
True,"[-0.5912736654281616,-0.5413662195205688,-0.41284629702568054]","[0.8901456594467163,-0.23400627076625824,0.8016197681427002]",0.3040106427387225,"[-0.011646703816950321,0.0046857441775500774,0.010502710938453674,0.9998660087585449]",58,1.2291666666666667,"[0.6600234508514404,-0.41282930970191956,-0.19009871780872345]",0,0,552,,BLOCK,True,0,0.027878815040705787,0,,position_only_static_zero_derivatives,True,39,493,True,BLOCK_02,TRAIN,GROUND_CONTACT,1.9598078094319994e-08,BLOCK_02_TASK_006
True,"[0.6883074641227722,-0.0694151222705841,0.4075898826122284]","[0.7848947644233704,-0.48492392897605896,1.0324617624282837]",0.3014799030247705,"[0.0028509232215583324,0.027074666693806648,0.012619931250810623,0.9995496869087219]",53,1.125,"[0.5437189340591431,-0.4814051687717438,0.062096528708934784]",0,0,547,,BLOCK,True,0,0.09575137426387154,0,,position_only_static_zero_derivatives,True,40,493,True,BLOCK_02,TRAIN,SUCCESS,6.341458086994085e-08,BLOCK_02_TASK_007
True,"[-0.36303284764289856,-0.3246239125728607,-0.22960683703422546]","[1.223379135131836,-0.3227062225341797,0.8610847592353821]",0.30592708569949256,"[-0.0004331863601692021,0.01694202795624733,0.015698079019784927,0.9997331500053406]",54,1.1458333333333333,"[0.62908536195755,-0.46671342849731445,0.22853697836399078]",0,0,501,,BLOCK,True,0,0.0327981037804279,0,,position_only_static_zero_derivatives,True,41,446,True,BLOCK_02,TRAIN,SUCCESS,5.8497099943850354e-08,BLOCK_02_TASK_008
True,"[-0.1458376795053482,-0.029624683782458305,0.4626271426677704]","[0.789501965045929,-0.3936181366443634,0.8288864493370056]",0.3002720676540578,"[-0.0012720158556476235,0.022212188690900803,0.012849511578679085,0.9996699094772339]",53,1.125,"[0.5570871829986572,-0.5052111148834229,0.05499930679798126]",0,0,557,,BLOCK,True,0,0.08842461120647062,0,,position_only_static_zero_derivatives,True,42,503,True,BLOCK_02,TRAIN,COLLISION,3.1080482027627885e-08,BLOCK_02_TASK_010
True,"[-0.7978408336639404,0.5378552079200745,0.44841352105140686]","[1.340348482131958,-0.1967763602733612,1.1896497011184692]",0.3018420180845922,"[-0.01819722354412079,-0.015581064857542515,0.008460276760160923,0.9996771812438965]",57,1.2083333333333333,"[0.527189314365387,-0.14270901679992676,0.6022332310676575]",0,0,487,,BLOCK,True,0,0.06299821438879057,0,,position_only_static_zero_derivatives,True,43,429,True,BLOCK_02,TRAIN,SUCCESS,5.845278844105718e-08,BLOCK_02_TASK_011
True,"[0.49778610467910767,0.10292128473520279,0.20602528750896454]","[0.9044424891471863,-0.3059363067150116,0.7406246662139893]",0.3049649938885849,"[-0.0024634297005832195,0.025745702907443047,0.008244434371590614,0.9996314644813538]",59,1.25,"[0.7049866318702698,-0.41548773646354675,0.047889743000268936]",0,0,532,,BLOCK,True,0,0.05376847142092044,0,,position_only_static_zero_derivatives,True,44,472,True,BLOCK_02,TRAIN,COLLISION,4.0215765200158037e-08,BLOCK_02_TASK_012
True,"[-0.5558688640594482,-0.17912469804286957,-0.5094012022018433]","[1.3407025337219238,-0.2860531806945801,1.108128547668457]",0.3003990672126588,"[-0.028608880937099457,-0.011999561451375484,0.009685543365776539,0.9994717240333557]",56,1.1875,"[0.5148577690124512,-0.2796687185764313,0.5767998695373535]",0,0,485,,BLOCK,True,0,0.061582449877347914,0,,position_only_static_zero_derivatives,True,45,428,True,BLOCK_02,TRAIN,SUCCESS,6.179706269021564e-08,BLOCK_02_TASK_014
True,"[0.2112499177455902,-0.03657245263457298,-0.3235644996166229]","[0.9824684262275696,-0.21619544923305511,0.8843900561332703]",0.3026719471226393,"[-0.002221795730292797,0.03766743466258049,0.013215097598731518,0.9992004632949829]",54,1.1458333333333333,"[0.582857608795166,-0.5019204616546631,0.1699967384338379]",0,0,548,,BLOCK,True,0,0.08573268990005356,0,,position_only_static_zero_derivatives,True,46,493,True,BLOCK_02,TRAIN,SUCCESS,3.212124040384796e-08,BLOCK_02_TASK_016
True,"[-0.8735557794570923,-0.6453116536140442,-0.4541820287704468]","[1.0402286052703857,-0.2988957166671753,0.9901487231254578]",0.3045862844304774,"[0.00036392826586961746,0.02580021135509014,0.014360904693603516,0.9995638728141785]",52,1.1041666666666667,"[0.5514029860496521,-0.5450783371925354,0.01804427243769169]",0,0,556,,BLOCK,True,0,0.11299322963992076,0,,position_only_static_zero_derivatives,True,47,503,True,BLOCK_02,TRAIN,TIMEOUT,2.9459693625686514e-08,BLOCK_02_TASK_018
True,"[0.4970060884952545,0.7222925424575806,0.28179609775543213]","[1.3899236917495728,0.1297846883535385,1.0497300624847412]",0.30811153041442063,"[-0.008454847149550915,-0.0016835067654028535,0.004582707304507494,0.9999523162841797]",41,0.875,"[0.28977325558662415,-0.14492879807949066,0.7277174592018127]",0,0,457,,BLOCK,True,0,0.09774023738336539,0,,position_only_static_zero_derivatives,True,48,415,True,BLOCK_02,TRAIN,COLLISION,5.452578309228296e-08,BLOCK_02_TASK_019
True,"[0.1612357646226883,0.001515282317996025,-0.3087591528892517]","[1.1714564561843872,-0.15666097402572632,0.8823139667510986]",0.3011314063912598,"[-0.0007334026740863919,-0.004923913162201643,0.007988580502569675,0.9999557137489319]",68,1.4375,"[0.69084233045578,-0.2687092423439026,0.2880379259586334]",0,0,549,,BLOCK,True,0,0.05973662324860407,0,,position_only_static_zero_derivatives,True,49,480,True,BLOCK_02,TRAIN,SUCCESS,2.0104189925908298e-08,BLOCK_02_TASK_022
True,"[-0.8323494791984558,-0.3328309655189514,0.23176993429660797]","[0.8489753603935242,-0.43278586864471436,0.7510733008384705]",0.30510343654778976,"[0.0025690412148833275,0.0017060382524505258,0.009490447118878365,0.9999502301216125]",59,1.25,"[0.6977061033248901,-0.41889601945877075,0.06757432222366333]",0,0,562,,BLOCK,True,0,0.043209176155290796,0,,position_only_static_zero_derivatives,True,50,502,True,BLOCK_02,TRAIN,COLLISION,3.018228728712749e-08,BLOCK_02_TASK_023
True,"[-0.17643506824970245,-0.25784698128700256,0.43177297711372375]","[1.1625243425369263,-0.22281424701213837,1.0455840826034546]",0.3053484171223426,"[-0.025281330570578575,-0.0072595407254993916,0.009728160686790943,0.9996066689491272]",47,1.0,"[0.4427109658718109,-0.24909499287605286,0.6504600644111633]",0,0,475,,BLOCK,True,0,0.06917183658612641,0,,position_only_static_zero_derivatives,True,51,427,True,BLOCK_02,TRAIN,COLLISION,3.8293632331573006e-08,BLOCK_02_TASK_025
True,"[-0.10716871172189713,-0.7677261829376221,0.2895263433456421]","[1.3283268213272095,-0.23999778926372528,1.0628844499588013]",0.30394760623688394,"[-0.01506564486771822,-0.016072316095232964,0.004601938184350729,0.9997467398643494]",55,1.1666666666666667,"[0.4787675142288208,-0.15920794010162354,0.6429771780967712]",0,0,548,,BLOCK,True,0,0.06980081437720165,0,,position_only_static_zero_derivatives,True,52,492,True,BLOCK_02,TRAIN,SUCCESS,5.394727161716295e-08,BLOCK_02_TASK_026
True,"[0.5241700410842896,-0.09865329414606094,-0.03025910258293152]","[0.7109453678131104,-0.23851053416728973,0.7490874528884888]",0.3067980388943913,"[0.004598949104547501,0.02939872071146965,0.005870566703379154,0.9995399713516235]",62,1.3125,"[0.6346117854118347,-0.4194280207157135,-0.11934994161128998]",0,0,564,,BLOCK,True,0,0.08979037266325429,0,,position_only_static_zero_derivatives,True,53,501,True,BLOCK_02,TRAIN,SUCCESS,2.0657610884934916e-08,BLOCK_02_TASK_028
False,"[0.0516759529709816,-0.47676053643226624,-0.01654122956097126]","[1.6932545900344849,-0.2769712805747986,1.4316868782043457]",0.3008150232912642,"[-0.019580664113163948,-0.0027923285961151123,0.009735135361552238,0.9997569918632507]",59,1.25,"[0.2894603908061981,-0.05653337389230728,0.7330633401870728]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_02,TRAIN,SUCCESS,,BLOCK_02_TASK_029
True,"[-0.18408261239528656,0.7710254788398743,-0.008053065277636051]","[1.3212932348251343,-0.4293903410434723,0.958037257194519]",0.3046824416721602,"[-0.007013526279479265,0.012736194767057896,0.020171137526631355,0.99969083070755]",55,1.1666666666666667,"[0.5192319750785828,-0.494634747505188,0.3899362087249756]",0,0,493,,BLOCK,True,0,0.08551094093054121,0,,position_only_static_zero_derivatives,True,54,437,True,BLOCK_02,TRAIN,SUCCESS,5.690145313075614e-08,BLOCK_02_TASK_030
True,"[0.11756734549999237,0.19974112510681152,-0.5530911684036255]","[1.2607502937316895,-0.12396425753831863,0.9931706190109253]",0.30416710331418373,"[-0.024436647072434425,0.015607326291501522,0.009101230651140213,0.9995381236076355]",49,1.0416666666666667,"[0.32026025652885437,-0.4945295751094818,0.6229656338691711]",0,0,505,,BLOCK,True,0,0.09598432251190919,0,,position_only_static_zero_derivatives,True,55,455,True,BLOCK_02,TRAIN,SUCCESS,2.753188101917752e-08,BLOCK_02_TASK_031
True,"[-0.07554838061332703,-0.6648911833763123,0.19735249876976013]","[1.59805166721344,-0.17359977960586548,1.1568611860275269]",0.3019280029792858,"[0.01004201639443636,-0.005692769307643175,0.006802171003073454,0.9999102354049683]",90,1.8958333333333333,"[0.6808261871337891,-0.3355490565299988,0.19905182719230652]",0,0,515,,BLOCK,True,0,0.08422861218855032,0,,position_only_static_zero_derivatives,True,56,424,True,BLOCK_02,TRAIN,SUCCESS,4.38361887735721e-08,BLOCK_02_TASK_034
True,"[0.24072255194187164,-0.3306259512901306,-0.11970653384923935]","[1.0309712886810303,-0.11256536841392517,0.7812476754188538]",0.3036565438259596,"[-0.00684152077883482,0.02097967639565468,0.014293987303972244,0.9996542930603027]",57,1.2083333333333333,"[0.675349771976471,-0.46859878301620483,0.044343069195747375]",0,0,541,,BLOCK,True,0,0.14887680297818914,0,,position_only_static_zero_derivatives,True,57,483,True,BLOCK_02,TRAIN,SUCCESS,3.2307223719804265e-08,BLOCK_02_TASK_035
True,"[0.5330049991607666,0.4753371477127075,0.3330438733100891]","[1.1076850891113281,-0.20267829298973083,0.7396583557128906]",0.3022680038967929,"[0.00898403488099575,0.026982281357049942,0.012129167094826698,0.9995219707489014]",50,1.0625,"[0.6030518412590027,-0.5036517381668091,0.017923595383763313]",0,0,572,,BLOCK,True,0,0.10222336363290523,0,,position_only_static_zero_derivatives,True,58,521,True,BLOCK_02,TRAIN,SUCCESS,1.8752537276003135e-08,BLOCK_02_TASK_036
True,"[-0.6951215267181396,-0.29495343565940857,-0.5376940965652466]","[0.9376651048660278,-0.1565123349428177,0.9220549464225769]",0.3008448128232957,"[-0.0067404042929410934,-0.006696912460029125,0.005464468151330948,0.9999399185180664]",48,1.0208333333333333,"[0.4499712586402893,-0.24920715391635895,0.642856240272522]",0,0,552,,BLOCK,True,0,0.059042816531512075,0,,position_only_static_zero_derivatives,True,59,503,True,BLOCK_02,TRAIN,SUCCESS,2.908595923768203e-08,BLOCK_02_TASK_037
True,"[-0.6376953125,-0.13376915454864502,-0.21500784158706665]","[1.0728280544281006,-0.006764816585928202,0.9764180183410645]",0.30701302144073334,"[-0.011671257205307484,-0.011051582172513008,0.009410508908331394,0.9998265504837036]",48,1.0208333333333333,"[0.42046648263931274,-0.22500905394554138,0.6690557599067688]",0,0,492,,BLOCK,True,0,0.07599514782242826,0,,position_only_static_zero_derivatives,True,60,443,True,BLOCK_02,TRAIN,COLLISION,2.0446623238149004e-08,BLOCK_02_TASK_038
True,"[-0.7102953791618347,-0.22347213327884674,-0.0015277047641575336]","[0.7813454270362854,0.26968592405319214,0.7574185132980347]",0.30756668305938845,"[0.014733889140188694,-0.0042458465322852135,-0.0023902826942503452,0.9998795986175537]",71,1.5,"[0.5312060117721558,0.007857760414481163,-0.5746250748634338]",0,0,486,,OPEN,True,0,0.015124571033370901,0,,position_only_static_zero_derivatives,True,61,414,True,OPEN_00,TRAIN,GROUND_CONTACT,2.8508468830584666e-08,OPEN_00_TASK_000
True,"[0.677025318145752,-0.046586308628320694,0.14304016530513763]","[0.9110816717147827,0.2103429138660431,0.7706769108772278]",0.30313158113132976,"[0.0035241330042481422,-0.008725709281861782,6.659729842795059e-05,0.9999557137489319]",70,1.4791666666666667,"[0.5356833338737488,0.01533062756061554,-0.5697622895240784]",0,0,491,,OPEN,True,0,0.017461460155499403,0,,position_only_static_zero_derivatives,True,62,420,True,OPEN_00,TRAIN,GROUND_CONTACT,3.413180348666937e-08,OPEN_00_TASK_002
True,"[-0.17821544408798218,0.06009026989340782,-0.21229256689548492]","[1.1050848960876465,-0.40409255027770996,1.4408479928970337]",0.300561447886676,"[-0.02121245488524437,0.009519321843981743,0.00020849573775194585,0.9997296333312988]",78,1.6458333333333333,"[0.7651428580284119,-0.06145789474248886,0.15752416849136353]",0,0,428,,OPEN,True,0,0.011774786476184445,0,,position_only_static_zero_derivatives,True,63,349,True,OPEN_00,TRAIN,SUCCESS,2.9327100255717788e-08,OPEN_00_TASK_003
False,"[0.16397345066070557,-0.781121015548706,0.12356114387512207]","[0.4877014756202698,0.49433454871177673,0.542265772819519]",0.3094012624199782,"[0.02256251871585846,-0.004382169805467129,-0.0043624648824334145,0.9997262954711914]",54,1.1458333333333333,"[0.47219523787498474,0.07112069427967072,-0.6192219853401184]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,GROUND_CONTACT,,OPEN_00_TASK_004
True,"[0.5708292722702026,-0.265653520822525,0.3806632459163666]","[1.5102282762527466,-0.182380810379982,0.5641158819198608]",0.3031018535016888,"[-0.015016505494713783,-0.012052529491484165,0.0008714624564163387,0.9998142123222351]",46,0.9791666666666666,"[0.542984664440155,-0.014574364759027958,-0.5881548523902893]",0,0,406,,OPEN,True,0,0.020096462018786752,0,,position_only_static_zero_derivatives,True,64,359,True,OPEN_00,TRAIN,GROUND_CONTACT,4.32745717367472e-08,OPEN_00_TASK_005
False,"[-0.44301217794418335,0.4564725458621979,-0.18260504305362701]","[1.1620844602584839,-0.3497198224067688,1.5473226308822632]",0.3000137453472714,"[-0.025152167305350304,0.006607449147850275,-0.002174839610233903,0.9996594190597534]",40,0.8541666666666666,"[0.34715643525123596,0.12657466530799866,0.7069381475448608]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,SUCCESS,,OPEN_00_TASK_006
True,"[0.17200954258441925,-0.45123347640037537,0.13855458796024323]","[1.1484016180038452,0.14648479223251343,0.6224402785301208]",0.3052244246760778,"[-0.00876291561871767,-0.009774669073522091,-0.002932596253231168,0.999909520149231]",59,1.25,"[0.5502591729164124,0.03846941888332367,-0.5270738005638123]",0,0,447,,OPEN,True,0,0.024832676733019816,0,,position_only_static_zero_derivatives,True,65,387,True,OPEN_00,TRAIN,GROUND_CONTACT,5.1408746201717024e-08,OPEN_00_TASK_007
True,"[-0.559197187423706,0.4826142489910126,-0.0978551134467125]","[0.9639672636985779,-0.15545359253883362,0.684184193611145]",0.3006960243923383,"[-0.019347108900547028,-0.0039021247066557407,0.0034518083557486534,0.9997992515563965]",61,1.2916666666666667,"[0.5914895534515381,-0.1209779605269432,-0.5424652695655823]",0,0,426,,OPEN,True,0,0.014672287256199708,0,,position_only_static_zero_derivatives,True,66,364,True,OPEN_00,TRAIN,GROUND_CONTACT,2.5948789236229408e-08,OPEN_00_TASK_010
True,"[0.12977184355258942,0.09258377552032471,0.006208832375705242]","[0.46476009488105774,0.25834396481513977,0.8049477934837341]",0.30863851902415995,"[-0.008331243880093098,0.021518804132938385,-0.0038667002227157354,0.9997262358665466]",66,1.3958333333333333,"[0.4387977719306946,-0.007069812621921301,-0.6340953707695007]",0,0,466,,OPEN,True,0,0.01207111020517101,0,,position_only_static_zero_derivatives,True,67,399,True,OPEN_00,TRAIN,GROUND_CONTACT,2.4128597881831563e-08,OPEN_00_TASK_013
True,"[-0.15596343576908112,-0.29305464029312134,0.5833730101585388]","[0.6618699431419373,-0.6064320802688599,0.6647714972496033]",0.3009813549078339,"[-0.023515725508332253,0.0035039924550801516,0.001690867356956005,0.9997159242630005]",71,1.5,"[0.6285877823829651,-0.17085449397563934,-0.4758232533931732]",0,0,480,,OPEN,True,0,0.030413029099864486,0,,position_only_static_zero_derivatives,True,68,408,True,OPEN_00,TRAIN,GROUND_CONTACT,2.8027528403202413e-08,OPEN_00_TASK_015
False,"[0.06272246688604355,-0.11266791820526123,-0.16540509462356567]","[3.2539751529693604,-0.47400233149528503,0.44504600763320923]",0.30682875592492626,"[-0.008405918255448341,0.01565665379166603,0.006939477752894163,0.9998180270195007]",169,3.5416666666666665,"[0.6408030986785889,0.03730173781514168,-0.36504995822906494]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,SUCCESS,,OPEN_00_TASK_016
False,"[0.048753611743450165,0.5554060339927673,0.02541152946650982]","[3.318171977996826,-0.41486960649490356,0.5125221610069275]",0.3030561898492475,"[-0.018598735332489014,0.010933462530374527,0.0007133516483008862,0.999767005443573]",180,3.7708333333333335,"[0.6883885264396667,0.0044741262681782246,-0.2649485766887665]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,SUCCESS,,OPEN_00_TASK_017
True,"[0.6266455054283142,-0.11743548512458801,-0.45478177070617676]","[1.067669153213501,-0.032212093472480774,0.7329441905021667]",0.3078612040701379,"[-0.01944202370941639,-0.008835774846374989,-0.0010968331480398774,0.9997713565826416]",76,1.6041666666666667,"[0.6112682819366455,-0.0750245675444603,-0.5208404660224915]",0,0,456,,OPEN,True,0,0.013805744916374048,0,,position_only_static_zero_derivatives,True,69,379,True,OPEN_00,TRAIN,GROUND_CONTACT,5.128564847230181e-08,OPEN_00_TASK_019
True,"[-0.03353139013051987,-0.061280831694602966,-0.2760954201221466]","[1.6546730995178223,-0.1987275779247284,0.7060149908065796]",0.3008286953479576,"[-0.008980588056147099,-0.018991604447364807,0.0034268004819750786,0.9997734427452087]",80,1.6875,"[0.6441394686698914,-0.03294888883829117,-0.4340624213218689]",0,0,437,,OPEN,True,0,0.007804756069088319,0,,position_only_static_zero_derivatives,True,70,356,True,OPEN_00,TRAIN,GROUND_CONTACT,5.217333002248994e-08,OPEN_00_TASK_021
True,"[-0.30142325162887573,-0.8870401382446289,-0.13131894171237946]","[0.6127204298973083,-0.1154462918639183,0.6569146513938904]",0.3051736231575944,"[-0.0200997032225132,0.0035150779876857996,-0.005391223356127739,0.9997772574424744]",59,1.25,"[0.507077693939209,-0.059198662638664246,-0.6140885353088379]",0,0,489,,OPEN,True,0,0.008485800651060442,0,,position_only_static_zero_derivatives,True,71,429,True,OPEN_00,TRAIN,GROUND_CONTACT,2.0982189003768026e-08,OPEN_00_TASK_022
True,"[-0.07413920760154724,-0.5640572309494019,-0.2524386942386627]","[1.1539064645767212,0.026186874136328697,1.4383405447006226]",0.302207966792408,"[-0.012690288946032524,-0.000416366703575477,-0.0019029407994821668,0.9999175667762756]",97,2.0416666666666665,"[0.7504963874816895,0.019236542284488678,0.13283999264240265]",0,0,484,,OPEN,True,0,0.008611841346277216,0,,position_only_static_zero_derivatives,True,72,386,True,OPEN_00,TRAIN,SUCCESS,5.534360200930747e-08,OPEN_00_TASK_023
False,"[-0.36335113644599915,-0.4705991744995117,0.2907260060310364]","[1.1144083738327026,-0.0777021050453186,0.5525751709938049]",0.30827386205361,"[-0.022205298766493797,-0.005087622907012701,-0.001668619574047625,0.9997391104698181]",62,1.3125,"[0.5548031330108643,-0.04130426421761513,-0.5533602237701416]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,GROUND_CONTACT,,OPEN_00_TASK_024
False,"[-0.5331048369407654,0.02701292186975479,-0.45098409056663513]","[2.8286244869232178,-0.22724980115890503,0.5708706974983215]",0.3006976201969773,"[0.0014785380335524678,0.002466245787218213,0.002969149500131607,0.9999914765357971]",167,3.5,"[0.4849736988544464,-0.028888816013932228,-0.6006180644035339]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,GROUND_CONTACT,,OPEN_00_TASK_027
False,"[-0.1915988028049469,-0.47417137026786804,-0.24056555330753326]","[1.5519863367080688,0.3536284863948822,0.4602595567703247]",0.30280630604804615,"[-0.0008969820337370038,0.005021944642066956,1.347773235238492e-07,0.999987006187439]",52,1.1041666666666667,"[0.5217726230621338,0.012949380092322826,-0.5493069291114807]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,GROUND_CONTACT,,OPEN_00_TASK_028
True,"[0.7196510434150696,-0.021517585963010788,-0.03727216273546219]","[1.6344741582870483,0.051957663148641586,0.5912352800369263]",0.30557788818646214,"[-0.010546651668846607,-0.004281219560652971,0.00013610764290206134,0.9999352097511292]",53,1.125,"[0.5425732731819153,0.003935296554118395,-0.5520749092102051]",0,0,426,,OPEN,True,0,0.016923918289381584,0,,position_only_static_zero_derivatives,True,73,372,True,OPEN_00,TRAIN,GROUND_CONTACT,5.756905044057849e-08,OPEN_00_TASK_029
True,"[0.7928991913795471,0.48824208974838257,0.007473382167518139]","[0.955595850944519,0.059543803334236145,0.555644690990448]",0.30686282220585204,"[-0.014288714155554771,0.0006219270871952176,-0.0030680678319185972,0.9998930096626282]",57,1.2083333333333333,"[0.5065398216247559,-0.05300992354750633,-0.6000847220420837]",0,0,467,,OPEN,True,0,0.02736449194079711,0,,position_only_static_zero_derivatives,True,74,409,True,OPEN_00,TRAIN,GROUND_CONTACT,2.737793774271822e-08,OPEN_00_TASK_030
False,"[0.11442841589450836,-0.5027010440826416,0.43376049399375916]","[1.8440169095993042,-0.16373613476753235,1.240896224975586]",0.30026688296760196,"[0.01598632149398327,0.008821476250886917,0.0018997469451278448,0.99983149766922]",91,1.9166666666666667,"[0.765606164932251,-0.20173536241054535,-0.034762971103191376]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,SUCCESS,,OPEN_00_TASK_035
True,"[-0.084263376891613,0.06404579430818558,-0.10743927210569382]","[0.6943140029907227,0.6271408796310425,1.018285870552063]",0.30127704474997835,"[0.0040944842621684074,0.025572191923856735,-0.004252393264323473,0.999655544757843]",75,1.5833333333333333,"[0.5669838190078735,0.3007164001464844,-0.16537854075431824]",0,0,497,,OPEN,True,0,0.04222362483037262,0,,position_only_static_zero_derivatives,True,75,421,True,OPEN_00,TRAIN,GROUND_CONTACT,4.2139904832001284e-08,OPEN_00_TASK_037
False,"[-0.05715472623705864,0.17512983083724976,0.1952303946018219]","[3.066923141479492,-0.2723260819911957,0.7459844350814819]",0.30350618711914873,"[-0.011838862672448158,0.013445700518786907,0.0024645423982292414,0.9998365044593811]",172,3.6041666666666665,"[0.6226224899291992,-0.13550719618797302,-0.39709585905075073]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_00,TRAIN,SUCCESS,,OPEN_00_TASK_038
True,"[0.6050582528114319,-0.6814460158348083,-0.2962034046649933]","[0.6520808339118958,0.486284077167511,0.7285763025283813]",0.305964538045473,"[0.02102913334965706,-0.00207736948505044,-0.0015223518712446094,0.9997755289077759]",86,1.8125,"[0.5894390940666199,0.18440309166908264,-0.4594855010509491]",0,0,532,,OPEN,True,0,0.07119501564057894,0,,position_only_static_zero_derivatives,True,76,445,True,OPEN_00,TRAIN,GROUND_CONTACT,1.7432349974338617e-08,OPEN_00_TASK_039
False,"[0.2009981870651245,-0.7334140539169312,0.25143304467201233]","[0.8168855905532837,-0.6239529252052307,1.251922845840454]",0.31703490714492666,"[-0.024445554241538048,0.0073702046647667885,-0.006979834754019976,0.9996496438980103]",42,0.8958333333333334,"[0.17153453826904297,0.3544207513332367,0.6886343955993652]",,,,planner_reference_gate_failed,OPEN,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,OPEN_01,TRAIN,SUCCESS,,OPEN_01_TASK_000
True,"[-0.2305993288755417,0.4137846827507019,-0.10315200686454773]","[0.895408034324646,-0.7336705327033997,1.0409045219421387]",0.31370276213748893,"[-0.041909392923116684,0.015125049278140068,-0.005535112228244543,0.9989916086196899]",44,0.9375,"[0.4232786297798157,-0.035614658147096634,0.6562632322311401]",0,0,452,,OPEN,True,0,0.07835769101168963,0,,position_only_static_zero_derivatives,True,77,407,True,OPEN_01,TRAIN,SUCCESS,5.7926608061514504e-08,OPEN_01_TASK_001
True,"[-0.8140586614608765,-0.8356242179870605,-0.3917473554611206]","[0.7681657671928406,-0.9493217468261719,1.014135479927063]",0.3020619741227973,"[-0.00878691766411066,0.01995786838233471,0.0018259051721543074,0.9997605681419373]",75,1.5833333333333333,"[0.7675783038139343,-0.1821516901254654,-0.014674129895865917]",0,0,514,,OPEN,True,0,0.09296660450870069,0,,position_only_static_zero_derivatives,True,78,438,True,OPEN_01,TRAIN,SUCCESS,3.56310504025608e-08,OPEN_01_TASK_002
True,"[0.1321612298488617,-0.1948344111442566,0.4147464334964752]","[0.9662008285522461,-1.0588890314102173,0.6000645756721497]",0.30149233584353374,"[-0.003722576890140772,0.00992793869227171,-0.009146669879555702,0.9999019503593445]",75,1.5833333333333333,"[0.6784973740577698,0.07180503755807877,-0.3738349378108978]",0,0,521,,OPEN,True,0,0.044323987455517466,0,,position_only_static_zero_derivatives,True,79,445,True,OPEN_01,TRAIN,SUCCESS,3.268035974409171e-08,OPEN_01_TASK_004
True,"[0.5531567931175232,0.38201791048049927,0.3825353980064392]","[0.6028181910514832,-0.7787562608718872,0.8462274074554443]",0.3022840246694966,"[0.00022550324501935393,0.009997570887207985,-0.0020629754289984703,0.9999478459358215]",49,1.0416666666666667,"[0.12556058168411255,0.5723972320556641,0.591798722743988]",0,0,459,,OPEN,True,0,0.09958981821051105,0,,position_only_static_zero_derivatives,True,80,409,True,OPEN_01,TRAIN,SUCCESS,1.6332671596275033e-08,OPEN_01_TASK_005
