accepted,anchor_angular_velocity,anchor_position,anchor_position_error,anchor_quaternion,anchor_step,anchor_time,anchor_velocity,clip_count,collision_count,episode_length,error,family,goal_reached,ground_contact_count,minimum_goal_distance,nonfinite_count,planner_error,planner_interface,planner_success,recovery_episode_id,recovery_steps,reference_completed,scene_id,source_split,student_outcome,switched_state_position_error,task_id
True,"[-0.7804123163223267,-0.7190272212028503,-0.1620769500732422]","[1.1602762937545776,-0.10071922093629837,1.0556704998016357]",0.3031028220686254,"[0.005561020225286484,0.023613959550857544,0.009789222851395607,0.9996577501296997]",53,1.125,"[0.533454954624176,-0.4212627410888672,0.32348382472991943]",0,0,492,,BLOCK,True,0,0.07442742554142136,0,,position_only_static_zero_derivatives,True,17,438,True,BLOCK_00,TRAIN,COLLISION,3.972998751648245e-08,BLOCK_00_TASK_034
False,"[0.14247998595237732,-0.25981664657592773,0.34439367055892944]","[1.2805191278457642,0.06808003038167953,1.425432562828064]",0.3065527765678933,"[-0.0017496520886197686,0.0020361747592687607,0.002772437408566475,0.9999925494194031]",62,1.3125,"[0.5928020477294922,-0.1059383675456047,0.5396148562431335]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_00,TRAIN,SUCCESS,,BLOCK_00_TASK_037
True,"[0.0700450986623764,0.170961394906044,-0.22098875045776367]","[1.1712756156921387,-0.0633191466331482,0.9518386125564575]",0.30249366246060166,"[0.013356482610106468,0.01907629705965519,0.013823432847857475,0.999633252620697]",45,0.9583333333333334,"[0.37374192476272583,-0.5299221277236938,0.14731647074222565]",0,0,546,,BLOCK,True,0,0.0960168622085928,0,,position_only_static_zero_derivatives,True,18,500,True,BLOCK_00,TRAIN,SUCCESS,2.7695493087642905e-08,BLOCK_00_TASK_038
True,"[0.4692479074001312,0.5610136389732361,0.45021316409111023]","[0.8525120615959167,-0.23470258712768555,1.1527451276779175]",0.30804771919446816,"[0.009341282770037651,0.025806190446019173,0.012383553199470043,0.9995465874671936]",65,1.375,"[0.6029943227767944,-0.4490435719490051,-0.005124681629240513]",0,0,533,,BLOCK,True,0,0.0920842358692748,0,,position_only_static_zero_derivatives,True,19,467,True,BLOCK_00,TRAIN,COLLISION,3.092305606578576e-08,BLOCK_00_TASK_039
True,"[0.5909038782119751,-0.9074260592460632,0.5512174367904663]","[1.4992907047271729,0.29926252365112305,1.2964297533035278]",0.30621657170093275,"[-0.01679236814379692,0.007637724746018648,-0.012811955995857716,0.9997477531433105]",48,1.0208333333333333,"[0.5128254890441895,0.4212118089199066,0.38244202733039856]",0,0,479,,BLOCK,True,0,0.027514925963385374,0,,position_only_static_zero_derivatives,True,20,430,True,BLOCK_01,TRAIN,SUCCESS,6.703396010866266e-08,BLOCK_01_TASK_000
False,"[0.1997283697128296,0.11952553689479828,-0.27224090695381165]","[1.2124797105789185,-0.5151452422142029,1.0156089067459106]",0.3068568479054608,"[-0.0037696370854973793,-0.0052508763037621975,0.0215274840593338,0.9997473359107971]",62,1.3125,"[0.691757082939148,-0.4031658470630646,-0.18686851859092712]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,GROUND_CONTACT,,BLOCK_01_TASK_001
False,"[-0.0008182440651580691,-0.6767942905426025,0.4462592303752899]","[1.4269779920578003,-0.506851077079773,1.176422357559204]",0.3033314841661681,"[0.0017388749402016401,-0.003367339028045535,0.017915738746523857,0.9998323321342468]",63,1.3333333333333333,"[0.6504281759262085,-0.4581334590911865,0.03231023997068405]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,COLLISION,,BLOCK_01_TASK_003
False,"[-0.635712206363678,-0.48176297545433044,0.2656976580619812]","[1.113755702972412,-0.12161806225776672,1.458413004875183]",0.3040343459703709,"[-0.010722141712903976,-0.016902608796954155,-0.004952557384967804,0.9997873902320862]",87,1.8333333333333333,"[0.7109272480010986,-0.09230620414018631,0.3861085772514343]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,SUCCESS,,BLOCK_01_TASK_004
False,"[-0.6198624968528748,0.006375597789883614,0.13055136799812317]","[1.592349648475647,-0.6112868189811707,0.7875315546989441]",0.30201726462002,"[0.013117258436977863,-0.011431494727730751,0.018038993701338768,0.9996858835220337]",80,1.6875,"[0.607349693775177,-0.46810784935951233,-0.08831249922513962]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,GROUND_CONTACT,,BLOCK_01_TASK_005
True,"[-0.26508060097694397,-0.003161235246807337,0.4784674644470215]","[1.2792723178863525,-0.30000483989715576,1.3631346225738525]",0.30039936302461273,"[-0.00796480942517519,0.0022457903251051903,0.011759982444345951,0.9998965859413147]",57,1.2083333333333333,"[0.6269363760948181,-0.2890586256980896,0.3988315165042877]",0,0,466,,BLOCK,True,0,0.08519413000231328,0,,position_only_static_zero_derivatives,True,21,408,True,BLOCK_01,TRAIN,SUCCESS,6.489945359931536e-08,BLOCK_01_TASK_006
True,"[-0.17886221408843994,-0.6800968050956726,0.42626723647117615]","[1.6149922609329224,-0.43493422865867615,0.9515969157218933]",0.3058571014667797,"[-0.003535839496180415,-0.010010267607867718,0.023850327357649803,0.9996591806411743]",75,1.5833333333333333,"[0.6330796480178833,-0.41995033621788025,-0.34767821431159973]",0,0,532,,BLOCK,True,0,0.05289078181272919,0,,position_only_static_zero_derivatives,True,22,456,True,BLOCK_01,TRAIN,GROUND_CONTACT,4.745498221212978e-08,BLOCK_01_TASK_007
True,"[-0.23263846337795258,0.5253102779388428,0.020377133041620255]","[1.33988356590271,-0.3654553294181824,0.9068002700805664]",0.30383768303692793,"[-0.00297917821444571,0.01599624939262867,0.029091715812683105,0.999444305896759]",54,1.1458333333333333,"[0.5910569429397583,-0.5839579701423645,0.06277544796466827]",0,0,492,,BLOCK,True,0,0.0764988863008518,0,,position_only_static_zero_derivatives,True,23,437,True,BLOCK_01,TRAIN,COLLISION,2.530304251538222e-08,BLOCK_01_TASK_008
True,"[-0.46547046303749084,0.5205976963043213,-0.2132727950811386]","[1.1694774627685547,-0.32957723736763,0.9873899221420288]",0.3064322489248059,"[0.0004349653609097004,0.014818069525063038,0.020536979660391808,0.9996792078018188]",58,1.2291666666666667,"[0.6255437135696411,-0.49461400508880615,-0.00903756357729435]",0,0,464,,BLOCK,True,0,0.07570143393501841,0,,position_only_static_zero_derivatives,True,24,405,True,BLOCK_01,TRAIN,COLLISION,4.61404053913513e-08,BLOCK_01_TASK_012
True,"[-0.5530163049697876,-0.015637092292308807,0.6999304890632629]","[1.2667428255081177,0.3059283494949341,1.093366026878357]",0.3037809136259379,"[-0.025789741426706314,0.0075208880007267,-0.01767653040587902,0.9994828104972839]",57,1.2083333333333333,"[0.6397062540054321,0.47540152072906494,-0.06259811669588089]",0,0,477,,BLOCK,True,0,0.12717344665651595,0,,position_only_static_zero_derivatives,True,25,419,True,BLOCK_01,TRAIN,SUCCESS,5.376373864504698e-08,BLOCK_01_TASK_013
False,"[-0.44398441910743713,-0.835886538028717,-0.546099066734314]","[1.46380615234375,-0.13170568645000458,1.4534274339675903]",0.3050081478375343,"[-0.00946018099784851,-0.018703149631619453,-0.0028469988610595465,0.9997762441635132]",72,1.5208333333333333,"[0.6232889294624329,-0.020834725350141525,0.5502178072929382]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,SUCCESS,,BLOCK_01_TASK_014
False,"[-0.025835268199443817,-0.07398609817028046,0.3460424840450287]","[1.2872765064239502,-0.1326434165239334,1.4809623956680298]",0.30218839119655094,"[-0.007995834574103355,-0.008921227417886257,0.00010912747529800981,0.9999282360076904]",57,1.2083333333333333,"[0.5563093423843384,0.05706513300538063,0.5874049067497253]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,COLLISION,,BLOCK_01_TASK_015
False,"[-0.033468298614025116,-0.07639125734567642,-0.11901552230119705]","[1.5056287050247192,0.04605290666222572,1.041085124015808]",0.3157154570719093,"[-0.028777534142136574,0.016773372888565063,-0.02071605622768402,0.9992303848266602]",44,0.9375,"[0.5282743573188782,0.49771469831466675,-0.09416280686855316]",0,1,152,,BLOCK,False,0,2.428014780285652,0,,position_only_static_zero_derivatives,True,,107,False,BLOCK_01,TRAIN,SUCCESS,7.119895448489733e-08,BLOCK_01_TASK_016
True,"[0.5438910722732544,-0.3745937645435333,-0.5147556066513062]","[0.8222485184669495,-0.28593167662620544,0.7682906985282898]",0.3099871538530167,"[0.0034283192362636328,0.027550188824534416,0.014288871549069881,0.9995124340057373]",49,1.0416666666666667,"[0.5681816935539246,-0.5092512369155884,-0.10254573076963425]",0,0,542,,BLOCK,True,0,0.10684689350514781,0,,position_only_static_zero_derivatives,True,26,492,True,BLOCK_01,TRAIN,GROUND_CONTACT,1.3028508814483118e-08,BLOCK_01_TASK_017
False,"[-0.711856484413147,0.0841975137591362,-0.4315923750400543]","[1.6461130380630493,-0.03890937566757202,1.5073621273040771]",0.30613358068595187,"[0.0002745425153989345,-0.027000723406672478,0.002819259185343981,0.999631404876709]",77,1.625,"[0.6051400303840637,-0.057332854717969894,0.5544252991676331]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,SUCCESS,,BLOCK_01_TASK_019
False,"[-0.007593108341097832,-0.09315185993909836,0.8256690502166748]","[1.8390291929244995,-0.3795889914035797,1.4323595762252808]",0.30302711052213843,"[-0.01313212513923645,-0.007195293437689543,0.014133903197944164,0.9997879862785339]",79,1.6666666666666667,"[0.5350223779678345,-0.3416917324066162,0.4965802729129791]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,SUCCESS,,BLOCK_01_TASK_020
False,"[0.18966266512870789,0.34237349033355713,0.36594781279563904]","[1.2586783170700073,0.13931569457054138,1.3762985467910767]",0.3056410589329453,"[0.017535720020532608,0.00413305452093482,-0.007144809700548649,0.9998121857643127]",54,1.1458333333333333,"[0.5633949041366577,0.2134961038827896,0.5605828166007996]",,,,planner_reference_gate_failed,BLOCK,False,,,,planner_reference_gate_failed,position_only_static_zero_derivatives,False,,,False,BLOCK_01,TRAIN,COLLISION,,BLOCK_01_TASK_023
True,"[0.5127160549163818,0.030779387801885605,0.22111336886882782]","[1.1897103786468506,-0.39544355869293213,1.0485109090805054]",0.302236076652294,"[0.014842935837805271,0.011409110389649868,0.014974134042859077,0.9997125864028931]",56,1.1875,"[0.6076822280883789,-0.49435776472091675,0.07176173478364944]",0,0,466,,BLOCK,True,0,0.07857800231870825,0,,position_only_static_zero_derivatives,True,27,409,True,BLOCK_01,TRAIN,COLLISION,7.234502072068868e-08,BLOCK_01_TASK_024
True,"[-0.9830065965652466,-0.5691455602645874,0.06888751685619354]","[1.5004265308380127,-0.35794007778167725,1.1605224609375]",0.30420050822240696,"[-0.021213993430137634,0.001999693224206567,0.011495713144540787,0.9997068643569946]",55,1.1666666666666667,"[0.5171198844909668,-0.4397813677787781,0.47933995723724365]",0,0,457,,BLOCK,True,0,0.08508561138401004,0,,position_only_static_zero_derivatives,True,28,401,True,BLOCK_01,TRAIN,SUCCESS,7.343700203562428e-08,BLOCK_01_TASK_025
True,"[-0.17735765874385834,-0.5138205885887146,0.03549778833985329]","[0.8417593836784363,-0.16879652440547943,0.8510907292366028]",0.3090025681439631,"[-0.0004036380269099027,0.020031709223985672,0.014426170848309994,0.9996951818466187]",57,1.2083333333333333,"[0.670063853263855,-0.40656015276908875,-0.21358783543109894]",0,0,543,,BLOCK,True,0,0.02882562743323806,0,,position_only_static_zero_derivatives,True,29,485,True,BLOCK_01,TRAIN,GROUND_CONTACT,3.3204423826336084e-08,BLOCK_01_TASK_026
True,"[-0.41428253054618835,-0.14059896767139435,-0.19079074263572693]","[1.0789108276367188,0.4120277464389801,1.0343682765960693]",0.3030732309170234,"[-0.019887538626790047,0.005063502583652735,-0.016332106664776802,0.9996560215950012]",62,1.3125,"[0.605854868888855,0.4713289439678192,-0.10346297919750214]",0,0,506,,BLOCK,True,0,0.11110828206616132,0,,position_only_static_zero_derivatives,True,30,443,True,BLOCK_01,TRAIN,TIMEOUT,4.146164088109753e-08,BLOCK_01_TASK_027
True,"[-0.33846378326416016,0.3679388761520386,0.31716734170913696]","[1.017790675163269,-0.25162389874458313,1.007131576538086]",0.30253395751255385,"[-0.0012803791323676705,0.0181559007614851,0.014400504529476166,0.99973064661026]",53,1.125,"[0.6088176965713501,-0.49906763434410095,0.03860566020011902]",0,0,509,,BLOCK,True,0,0.10566047199074333,0,,position_only_static_zero_derivatives,True,31,455,True,BLOCK_01,TRAIN,COLLISION,4.6803456153176656e-08,BLOCK_01_TASK_028
False,"[-0.6874241828918457,0.1993715465068817,0.12099054455757141]","[1.3569259643554688,0.11778568476438522,1.0861340761184692]",0.314885478096664,"[-0.028206096962094307,0.017476024106144905,-0.017582589760422707,0.9992946982383728]",46,0.9791666666666666,"[0.5776227712631226,0.46981656551361084,-0.13129447400569916]",0,1,167,,BLOCK,False,0,2.2210798183268365,0,,position_only_static_zero_derivatives,True,,120,False,BLOCK_01,TRAIN,SUCCESS,4.0764163600562105e-08,BLOCK_01_TASK_029
True,"[-0.872829258441925,-0.040030110627412796,0.5521773099899292]","[1.213794469833374,-0.33670908212661743,0.8284743428230286]",0.30296004437112267,"[-0.00430758111178875,0.0039566317573189735,0.01919385977089405,0.9997986555099487]",57,1.2083333333333333,"[0.6416282057762146,-0.4563555419445038,-0.18945080041885376]",0,0,502,,BLOCK,True,0,0.012017595073345265,0,,position_only_static_zero_derivatives,True,32,444,True,BLOCK_01,TRAIN,GROUND_CONTACT,5.744688455906938e-08,BLOCK_01_TASK_031
True,"[0.4661045968532562,-0.04122605547308922,-0.30779948830604553]","[1.0036407709121704,-0.4092772901058197,1.2332074642181396]",0.3062100862372815,"[0.013255948200821877,0.008664802648127079,0.014344152994453907,0.9997717142105103]",53,1.125,"[0.6182866096496582,-0.44097617268562317,0.09843073040246964]",0,0,498,,BLOCK,True,0,0.10617674407304413,0,,position_only_static_zero_derivatives,True,33,444,True,BLOCK_01,TRAIN,SUCCESS,3.887530774630359e-08,BLOCK_01_TASK_032
True,"[-0.937192976474762,0.3382571339607239,-0.49817219376564026]","[1.5023638010025024,-0.2521900534629822,1.1259169578552246]",0.30802548336881624,"[-0.05891046300530434,0.007774025667458773,0.006026081740856171,0.9982147812843323]",49,1.0416666666666667,"[0.21737726032733917,-0.5226796865463257,0.6650052666664124]",0,0,479,,BLOCK,True,0,0.09412393292262891,0,,position_only_static_zero_derivatives,True,34,429,True,BLOCK_01,TRAIN,SUCCESS,3.511736766102372e-08,BLOCK_01_TASK_033
True,"[-0.11527498811483383,0.5501362681388855,-0.3853030502796173]","[0.9587481617927551,-0.4326048195362091,0.8155022859573364]",0.3077008546429581,"[0.007714825216680765,0.025334002450108528,0.017521066591143608,0.9994956851005554]",49,1.0416666666666667,"[0.6012093424797058,-0.5022596716880798,-0.05586659163236618]",0,0,478,,BLOCK,True,0,0.12371900735502427,0,,position_only_static_zero_derivatives,True,35,428,True,BLOCK_01,TRAIN,GROUND_CONTACT,2.9206672404476764e-08,BLOCK_01_TASK_034
True,"[-0.7406102418899536,-0.14596760272979736,0.101648710668087]","[1.2007553577423096,-0.21393226087093353,0.6602396368980408]",0.3064073520720581,"[0.00178057502489537,0.008715445175766945,0.013615688309073448,0.9998677372932434]",53,1.125,"[0.6425925493240356,-0.4429195821285248,-0.01682964712381363]",0,0,553,,BLOCK,True,0,0.08744368958532633,0,,position_only_static_zero_derivatives,True,36,499,True,BLOCK_02,TRAIN,TIMEOUT,3.917956117307263e-08,BLOCK_02_TASK_000
True,"[0.3709511160850525,0.260782390832901,0.484550803899765]","[1.0474050045013428,-0.05305583029985428,0.8331138491630554]",0.3026799005932308,"[-0.010889105498790741,0.011573144234716892,0.00936985295265913,0.9998298287391663]",58,1.2291666666666667,"[0.6555542945861816,-0.4507671892642975,0.139532670378685]",0,0,557,,BLOCK,True,0,0.0875307871603631,0,,position_only_static_zero_derivatives,True,37,498,True,BLOCK_02,TRAIN,SUCCESS,1.9242413611147338e-08,BLOCK_02_TASK_001
True,"[-0.8440433740615845,-0.12663106620311737,-0.0678824633359909]","[1.3990294933319092,-0.3304745554924011,1.0045899152755737]",0.30089651486223096,"[0.0069625540636479855,-0.009668324142694473,0.01766441948711872,0.9997729659080505]",63,1.3333333333333333,"[0.6711320281028748,-0.4537682831287384,-0.01937347650527954]",0,0,515,,BLOCK,True,0,0.10654136640436285,0,,position_only_static_zero_derivatives,True,38,451,True,BLOCK_02,TRAIN,GROUND_CONTACT,3.846385685522386e-08,BLOCK_02_TASK_002
