method,seed,success_auc,obstacle_auc,collision_auc,return_auc
pure_ppo,20260812,0.14629629629629629,0.0,0.2962962962962963,-1.1379858058267187
bc_ppo,20260812,0.4305555555555555,0.2138888888888889,0.42222222222222217,5.680976121009501
diffusion_ppo,20260812,0.48518518518518516,0.3152777777777778,0.23703703703703702,11.716447672844868
pure_ppo,20260813,0.13796296296296295,0.0,0.15555555555555553,0.8582117013113213
bc_ppo,20260813,0.39722222222222225,0.19444444444444445,0.40277777777777773,5.100848544869706
diffusion_ppo,20260813,0.4296296296296297,0.28472222222222227,0.2759259259259259,9.303463519966815
pure_ppo,20260814,0.19351851851851853,0.0,0.2101851851851852,1.9111675990836976
bc_ppo,20260814,0.4083333333333334,0.26111111111111107,0.3851851851851852,6.169615869232956
diffusion_ppo,20260814,0.45555555555555555,0.25277777777777777,0.31666666666666665,9.046694789023524
