method,seed,env_steps,success,success_rate,collision,collision_rate,unsafe,unsafe_rate,mean_return,timeout,open_success,open_success_rate,block_success,block_success_rate,sbend_success,sbend_success_rate,obstacle_success,obstacle_success_rate
pure_ppo,20260813,400000,3,0.05555555555555555,10,0.18518518518518517,10,0.18518518518518517,-1.2380581956891423,41,3,0.16666666666666666,0,0.0,0,0.0,0,0.0
pure_ppo,20260813,450000,7,0.12962962962962962,13,0.24074074074074073,13,0.24074074074074073,-0.44170037683925045,34,7,0.3888888888888889,0,0.0,0,0.0,0,0.0
pure_ppo,20260813,500000,11,0.2037037037037037,20,0.37037037037037035,20,0.37037037037037035,-0.7954251439911454,23,11,0.6111111111111112,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,0,0,0.0,0,0.0,0,0.0,-1.8618706975944976,54,0,0.0,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,50000,1,0.018518518518518517,29,0.5370370370370371,29,0.5370370370370371,-7.843451745172394,24,1,0.05555555555555555,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,100000,11,0.2037037037037037,23,0.42592592592592593,23,0.42592592592592593,-2.2499743995757786,20,11,0.6111111111111112,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,150000,16,0.2962962962962963,11,0.2037037037037037,11,0.2037037037037037,4.576211963433811,27,16,0.8888888888888888,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,200000,11,0.2037037037037037,12,0.2222222222222222,12,0.2222222222222222,1.9616461875555498,31,11,0.6111111111111112,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,250000,13,0.24074074074074073,10,0.18518518518518517,10,0.18518518518518517,3.443803233155319,31,13,0.7222222222222222,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,300000,10,0.18518518518518517,9,0.16666666666666666,9,0.16666666666666666,2.6318938388205195,35,10,0.5555555555555556,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,350000,10,0.18518518518518517,9,0.16666666666666666,9,0.16666666666666666,3.126508173659494,35,10,0.5555555555555556,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,400000,11,0.2037037037037037,6,0.1111111111111111,6,0.1111111111111111,4.64171118615562,37,11,0.6111111111111112,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,450000,13,0.24074074074074073,3,0.05555555555555555,3,0.05555555555555555,5.895658640032271,38,13,0.7222222222222222,0,0.0,0,0.0,0,0.0
pure_ppo,20260814,500000,17,0.3148148148148148,3,0.05555555555555555,3,0.05555555555555555,7.717208523139628,34,17,0.9444444444444444,0,0.0,0,0.0,0,0.0
bc_ppo,20260812,0,31,0.5740740740740741,12,0.2222222222222222,12,0.2222222222222222,13.354353314942598,11,15,0.8333333333333334,8,0.4444444444444444,8,0.4444444444444444,16,0.4444444444444444
bc_ppo,20260812,50000,27,0.5,17,0.3148148148148148,17,0.3148148148148148,10.02585790666263,10,16,0.8888888888888888,4,0.2222222222222222,7,0.3888888888888889,11,0.3055555555555556
bc_ppo,20260812,100000,26,0.48148148148148145,21,0.3888888888888889,21,0.3888888888888889,7.968674293998295,7,16,0.8888888888888888,1,0.05555555555555555,9,0.5,10,0.2777777777777778
bc_ppo,20260812,150000,35,0.6481481481481481,16,0.2962962962962963,16,0.2962962962962963,13.829720387570752,3,18,1.0,4,0.2222222222222222,13,0.7222222222222222,17,0.4722222222222222
bc_ppo,20260812,200000,25,0.46296296296296297,20,0.37037037037037035,20,0.37037037037037035,7.518075463020565,9,15,0.8333333333333334,3,0.16666666666666666,7,0.3888888888888889,10,0.2777777777777778
bc_ppo,20260812,250000,26,0.48148148148148145,24,0.4444444444444444,24,0.4444444444444444,6.474815053025007,4,18,1.0,1,0.05555555555555555,7,0.3888888888888889,8,0.2222222222222222
bc_ppo,20260812,300000,20,0.37037037037037035,23,0.42592592592592593,23,0.42592592592592593,3.907493053239504,11,14,0.7777777777777778,1,0.05555555555555555,5,0.2777777777777778,6,0.16666666666666666
bc_ppo,20260812,350000,18,0.3333333333333333,29,0.5370370370370371,29,0.5370370370370371,0.887005848541497,7,15,0.8333333333333334,0,0.0,3,0.16666666666666666,3,0.08333333333333333
bc_ppo,20260812,400000,18,0.3333333333333333,27,0.5,27,0.5,1.3820824240661653,9,16,0.8888888888888888,1,0.05555555555555555,1,0.05555555555555555,2,0.05555555555555555
bc_ppo,20260812,450000,13,0.24074074074074073,30,0.5555555555555556,30,0.5555555555555556,-1.9712977314379514,11,13,0.7222222222222222,0,0.0,0,0.0,0,0.0
bc_ppo,20260812,500000,18,0.3333333333333333,30,0.5555555555555556,30,0.5555555555555556,0.22031570787451552,6,14,0.7777777777777778,0,0.0,4,0.2222222222222222,4,0.1111111111111111
bc_ppo,20260813,0,31,0.5740740740740741,12,0.2222222222222222,12,0.2222222222222222,13.354353314942598,11,15,0.8333333333333334,8,0.4444444444444444,8,0.4444444444444444,16,0.4444444444444444
bc_ppo,20260813,50000,32,0.5925925925925926,12,0.2222222222222222,14,0.25925925925925924,13.014698487716952,8,16,0.8888888888888888,8,0.4444444444444444,8,0.4444444444444444,16,0.4444444444444444
bc_ppo,20260813,100000,27,0.5,18,0.3333333333333333,19,0.35185185185185186,9.061999881176282,8,18,1.0,2,0.1111111111111111,7,0.3888888888888889,9,0.25
bc_ppo,20260813,150000,28,0.5185185185185185,17,0.3148148148148148,17,0.3148148148148148,10.457639713803465,9,16,0.8888888888888888,3,0.16666666666666666,9,0.5,12,0.3333333333333333
bc_ppo,20260813,200000,29,0.5370370370370371,20,0.37037037037037035,20,0.37037037037037035,9.426218198776846,5,18,1.0,3,0.16666666666666666,8,0.4444444444444444,11,0.3055555555555556
bc_ppo,20260813,250000,21,0.3888888888888889,25,0.46296296296296297,25,0.46296296296296297,3.7698675631230203,8,17,0.9444444444444444,0,0.0,4,0.2222222222222222,4,0.1111111111111111
bc_ppo,20260813,300000,15,0.2777777777777778,24,0.4444444444444444,24,0.4444444444444444,1.2923129135878197,15,14,0.7777777777777778,0,0.0,1,0.05555555555555555,1,0.027777777777777776
bc_ppo,20260813,350000,13,0.24074074074074073,27,0.5,27,0.5,-0.8063859662132989,14,11,0.6111111111111112,0,0.0,2,0.1111111111111111,2,0.05555555555555555
bc_ppo,20260813,400000,15,0.2777777777777778,26,0.48148148148148145,26,0.48148148148148145,0.43366617423459375,13,10,0.5555555555555556,0,0.0,5,0.2777777777777778,5,0.1388888888888889
bc_ppo,20260813,450000,11,0.2037037037037037,30,0.5555555555555556,30,0.5555555555555556,-2.9872393217781563,13,11,0.6111111111111112,0,0.0,0,0.0,0,0.0
bc_ppo,20260813,500000,16,0.2962962962962963,25,0.46296296296296297,25,0.46296296296296297,1.3370622935964545,13,12,0.6666666666666666,0,0.0,4,0.2222222222222222,4,0.1111111111111111
bc_ppo,20260814,0,31,0.5740740740740741,12,0.2222222222222222,12,0.2222222222222222,13.354353314942598,11,15,0.8333333333333334,8,0.4444444444444444,8,0.4444444444444444,16,0.4444444444444444
bc_ppo,20260814,50000,30,0.5555555555555556,16,0.2962962962962963,16,0.2962962962962963,11.3701789834739,8,14,0.7777777777777778,4,0.2222222222222222,12,0.6666666666666666,16,0.4444444444444444
bc_ppo,20260814,100000,27,0.5,17,0.3148148148148148,17,0.3148148148148148,9.95170761621761,10,17,0.9444444444444444,2,0.1111111111111111,8,0.4444444444444444,10,0.2777777777777778
bc_ppo,20260814,150000,30,0.5555555555555556,16,0.2962962962962963,16,0.2962962962962963,11.614628122292903,8,18,1.0,4,0.2222222222222222,8,0.4444444444444444,12,0.3333333333333333
bc_ppo,20260814,200000,27,0.5,20,0.37037037037037035,20,0.37037037037037035,8.60310702562383,7,18,1.0,1,0.05555555555555555,8,0.4444444444444444,9,0.25
bc_ppo,20260814,250000,29,0.5370370370370371,18,0.3333333333333333,18,0.3333333333333333,10.134233828802554,7,15,0.8333333333333334,4,0.2222222222222222,10,0.5555555555555556,14,0.3888888888888889
bc_ppo,20260814,300000,14,0.25925925925925924,27,0.5,27,0.5,0.5679925903561618,13,9,0.5,0,0.0,5,0.2777777777777778,5,0.1388888888888889
bc_ppo,20260814,350000,15,0.2777777777777778,23,0.42592592592592593,23,0.42592592592592593,2.580799321259501,16,9,0.5,0,0.0,6,0.3333333333333333,6,0.16666666666666666
bc_ppo,20260814,400000,15,0.2777777777777778,26,0.48148148148148145,26,0.48148148148148145,1.071275616673602,13,8,0.4444444444444444,0,0.0,7,0.3888888888888889,7,0.19444444444444445
bc_ppo,20260814,450000,11,0.2037037037037037,26,0.48148148148148145,26,0.48148148148148145,-0.9955818895556322,17,7,0.3888888888888889,0,0.0,4,0.2222222222222222,4,0.1111111111111111
bc_ppo,20260814,500000,14,0.25925925925925924,26,0.48148148148148145,26,0.48148148148148145,0.24128163942768022,14,8,0.4444444444444444,0,0.0,6,0.3333333333333333,6,0.16666666666666666
diffusion_ppo,20260812,0,37,0.6851851851851852,9,0.16666666666666666,9,0.16666666666666666,17.90953378159614,8,17,0.9444444444444444,9,0.5,11,0.6111111111111112,20,0.5555555555555556
diffusion_ppo,20260812,50000,32,0.5925925925925926,9,0.16666666666666666,9,0.16666666666666666,15.95483736641926,13,17,0.9444444444444444,8,0.4444444444444444,7,0.3888888888888889,15,0.4166666666666667
diffusion_ppo,20260812,100000,27,0.5,10,0.18518518518518517,10,0.18518518518518517,13.340116232791411,17,14,0.7777777777777778,8,0.4444444444444444,5,0.2777777777777778,13,0.3611111111111111
diffusion_ppo,20260812,150000,28,0.5185185185185185,15,0.2777777777777778,15,0.2777777777777778,11.35844101305304,11,17,0.9444444444444444,3,0.16666666666666666,8,0.4444444444444444,11,0.3055555555555556
diffusion_ppo,20260812,200000,28,0.5185185185185185,13,0.24074074074074073,13,0.24074074074074073,12.564542173824542,13,16,0.8888888888888888,4,0.2222222222222222,8,0.4444444444444444,12,0.3333333333333333
diffusion_ppo,20260812,250000,29,0.5370370370370371,15,0.2777777777777778,15,0.2777777777777778,11.939194995801246,10,17,0.9444444444444444,2,0.1111111111111111,10,0.5555555555555556,12,0.3333333333333333
diffusion_ppo,20260812,300000,22,0.4074074074074074,16,0.2962962962962963,16,0.2962962962962963,8.557444592050464,16,13,0.7222222222222222,1,0.05555555555555555,8,0.4444444444444444,9,0.25
diffusion_ppo,20260812,350000,24,0.4444444444444444,16,0.2962962962962963,16,0.2962962962962963,9.321097481867433,14,15,0.8333333333333334,0,0.0,9,0.5,9,0.25
diffusion_ppo,20260812,400000,23,0.42592592592592593,10,0.18518518518518517,10,0.18518518518518517,11.638893421575611,21,12,0.6666666666666666,2,0.1111111111111111,9,0.5,11,0.3055555555555556
diffusion_ppo,20260812,450000,19,0.35185185185185186,13,0.24074074074074073,13,0.24074074074074073,8.425474257212787,22,13,0.7222222222222222,0,0.0,6,0.3333333333333333,6,0.16666666666666666
diffusion_ppo,20260812,500000,23,0.42592592592592593,13,0.24074074074074073,13,0.24074074074074073,10.219336606109616,18,12,0.6666666666666666,0,0.0,11,0.6111111111111112,11,0.3055555555555556
diffusion_ppo,20260813,0,37,0.6851851851851852,9,0.16666666666666666,9,0.16666666666666666,17.90953378159614,8,17,0.9444444444444444,9,0.5,11,0.6111111111111112,20,0.5555555555555556
diffusion_ppo,20260813,50000,29,0.5370370370370371,12,0.2222222222222222,12,0.2222222222222222,13.416550406537672,13,17,0.9444444444444444,5,0.2777777777777778,7,0.3888888888888889,12,0.3333333333333333
diffusion_ppo,20260813,100000,33,0.6111111111111112,10,0.18518518518518517,10,0.18518518518518517,15.604662597114855,11,17,0.9444444444444444,6,0.3333333333333333,10,0.5555555555555556,16,0.4444444444444444
diffusion_ppo,20260813,150000,32,0.5925925925925926,10,0.18518518518518517,10,0.18518518518518517,15.071065307458788,12,16,0.8888888888888888,9,0.5,7,0.3888888888888889,16,0.4444444444444444
diffusion_ppo,20260813,200000,33,0.6111111111111112,11,0.2037037037037037,11,0.2037037037037037,15.296436144508446,10,17,0.9444444444444444,7,0.3888888888888889,9,0.5,16,0.4444444444444444
diffusion_ppo,20260813,250000,17,0.3148148148148148,18,0.3333333333333333,18,0.3333333333333333,5.857500511755067,19,14,0.7777777777777778,0,0.0,3,0.16666666666666666,3,0.08333333333333333
diffusion_ppo,20260813,300000,19,0.35185185185185186,20,0.37037037037037035,20,0.37037037037037035,5.209426272841061,15,13,0.7222222222222222,0,0.0,6,0.3333333333333333,6,0.16666666666666666
diffusion_ppo,20260813,350000,22,0.4074074074074074,18,0.3333333333333333,18,0.3333333333333333,7.11994517416494,14,11,0.6111111111111112,3,0.16666666666666666,8,0.4444444444444444,11,0.3055555555555556
diffusion_ppo,20260813,400000,15,0.2777777777777778,16,0.2962962962962963,16,0.2962962962962963,5.176923831578848,23,7,0.3888888888888889,4,0.2222222222222222,4,0.2222222222222222,8,0.2222222222222222
diffusion_ppo,20260813,450000,11,0.2037037037037037,18,0.3333333333333333,18,0.3333333333333333,2.5393612215702404,25,7,0.3888888888888889,2,0.1111111111111111,2,0.1111111111111111,4,0.1111111111111111
diffusion_ppo,20260813,500000,5,0.09259259259259259,23,0.42592592592592593,24,0.4444444444444444,-2.4240063173196456,25,4,0.2222222222222222,0,0.0,1,0.05555555555555555,1,0.027777777777777776
diffusion_ppo,20260814,0,37,0.6851851851851852,9,0.16666666666666666,9,0.16666666666666666,17.90953378159614,8,17,0.9444444444444444,9,0.5,11,0.6111111111111112,20,0.5555555555555556
diffusion_ppo,20260814,50000,30,0.5555555555555556,11,0.2037037037037037,11,0.2037037037037037,14.206150555618088,13,16,0.8888888888888888,5,0.2777777777777778,9,0.5,14,0.3888888888888889
diffusion_ppo,20260814,100000,24,0.4444444444444444,17,0.3148148148148148,17,0.3148148148148148,8.798033043101698,13,16,0.8888888888888888,0,0.0,8,0.4444444444444444,8,0.2222222222222222
diffusion_ppo,20260814,150000,33,0.6111111111111112,15,0.2777777777777778,15,0.2777777777777778,13.6656533512245,6,18,1.0,4,0.2222222222222222,11,0.6111111111111112,15,0.4166666666666667
diffusion_ppo,20260814,200000,28,0.5185185185185185,15,0.2777777777777778,15,0.2777777777777778,11.310211874597918,11,17,0.9444444444444444,2,0.1111111111111111,9,0.5,11,0.3055555555555556
diffusion_ppo,20260814,250000,27,0.5,15,0.2777777777777778,15,0.2777777777777778,10.770048175741083,12,17,0.9444444444444444,2,0.1111111111111111,8,0.4444444444444444,10,0.2777777777777778
diffusion_ppo,20260814,300000,20,0.37037037037037035,19,0.35185185185185186,19,0.35185185185185186,6.299779387807498,15,15,0.8333333333333334,1,0.05555555555555555,4,0.2222222222222222,5,0.1388888888888889
diffusion_ppo,20260814,350000,22,0.4074074074074074,20,0.37037037037037035,20,0.37037037037037035,6.816039198083214,12,16,0.8888888888888888,2,0.1111111111111111,4,0.2222222222222222,6,0.16666666666666666
diffusion_ppo,20260814,400000,20,0.37037037037037035,21,0.3888888888888889,21,0.3888888888888889,5.272626760165748,13,14,0.7777777777777778,2,0.1111111111111111,4,0.2222222222222222,6,0.16666666666666666
diffusion_ppo,20260814,450000,15,0.2777777777777778,23,0.42592592592592593,23,0.42592592592592593,2.2683382225826145,16,12,0.6666666666666666,0,0.0,3,0.16666666666666666,3,0.08333333333333333
diffusion_ppo,20260814,500000,17,0.3148148148148148,21,0.3888888888888889,21,0.3888888888888889,4.2106008610296035,16,11,0.6111111111111112,1,0.05555555555555555,5,0.2777777777777778,6,0.16666666666666666
