seed,diffusion_minus_bc_success_auc,bc_minus_pure_success_auc,diffusion_minus_bc_obstacle_auc,bc_minus_pure_obstacle_auc
20260812,0.05462962962962964,0.2842592592592592,0.10138888888888892,0.2138888888888889
20260813,0.03240740740740744,0.2592592592592593,0.09027777777777782,0.19444444444444445
20260814,0.047222222222222165,0.21481481481481485,-0.008333333333333304,0.26111111111111107
