update,train_loss,val_loss,gradient_norm
1,0.10883305966854095,0.1044646408325797,0.05595412105321884
2,0.10248809307813644,,0.05359721556305885
3,0.09602129459381104,,0.05052965134382248
4,0.09983401000499725,,0.05342954769730568
5,0.09974317997694016,,0.05242239683866501
6,0.10018782317638397,,0.052969831973314285
7,0.10092311352491379,,0.05387049540877342
8,0.10259121656417847,,0.056153230369091034
9,0.09174121916294098,,0.05056802183389664
10,0.09095107018947601,,0.05073767900466919
11,0.09180023521184921,,0.05293329432606697
12,0.08918637037277222,,0.05170717462897301
13,0.08345238864421844,,0.049659859389066696
14,0.08634498715400696,,0.05319814011454582
15,0.08699482679367065,,0.0555330365896225
16,0.0782604068517685,,0.05063904449343681
17,0.08387519419193268,,0.058129314333200455
18,0.08072464168071747,,0.0588657446205616
19,0.0739636942744255,,0.05447203293442726
20,0.0678534284234047,,0.054662227630615234
21,0.06403025984764099,,0.05789514631032944
22,0.06021689623594284,,0.05242449790239334
23,0.055218156427145004,,0.0478348582983017
24,0.04968981072306633,,0.04388055205345154
25,0.048461295664310455,,0.04025621339678764
26,0.044471826404333115,,0.03605709969997406
27,0.046427171677351,,0.04431402310729027
28,0.04655027389526367,,0.04815084487199783
29,0.04969596117734909,,0.046266768127679825
30,0.05018492043018341,,0.05238983780145645
31,0.04704480990767479,,0.0461987741291523
32,0.045201417058706284,,0.04541381075978279
33,0.04207732528448105,,0.03998446837067604
34,0.043452393263578415,,0.036651019006967545
35,0.04284239560365677,,0.027911799028515816
36,0.04084448516368866,,0.02527417428791523
37,0.037465520203113556,,0.02246093563735485
38,0.03979552537202835,,0.022030044347047806
39,0.040442224591970444,,0.025198137387633324
40,0.03743235766887665,,0.025677092373371124
41,0.0365680530667305,,0.025207968428730965
42,0.036099206656217575,,0.026486285030841827
43,0.03606817498803139,,0.0237728338688612
44,0.03440772742033005,,0.02025999315083027
45,0.03652304410934448,,0.020794911310076714
46,0.03351917490363121,,0.01909681409597397
47,0.03216063231229782,,0.017767924815416336
48,0.03315773978829384,,0.016134843230247498
49,0.030077507719397545,,0.018356692045927048
50,0.030590292066335678,,0.016547294333577156
51,0.030924540013074875,,0.01873037964105606
52,0.030681923031806946,,0.019722191616892815
53,0.03056669794023037,,0.01865445077419281
54,0.03070198744535446,,0.021933404728770256
55,0.029234884306788445,,0.019189026206731796
56,0.03026045672595501,,0.02090342715382576
57,0.028854459524154663,,0.02288539707660675
58,0.03055189549922943,,0.023934463039040565
59,0.029315775260329247,,0.018492618575692177
60,0.027399342507123947,,0.02568926103413105
61,0.028133172541856766,,0.01909901201725006
62,0.025762265548110008,,0.01635291799902916
63,0.02664574608206749,,0.017500443384051323
64,0.02541445940732956,,0.014584657736122608
65,0.02649526298046112,,0.014013201929628849
66,0.025696542114019394,,0.013801302760839462
67,0.022875603288412094,,0.013737538829445839
68,0.023720234632492065,,0.01487637311220169
69,0.026106730103492737,,0.012179904617369175
70,0.0217999629676342,,0.02076510153710842
71,0.022687837481498718,,0.014670354314148426
72,0.023607557639479637,,0.01832948438823223
73,0.021696798503398895,,0.014474024996161461
74,0.022844545543193817,,0.019192280247807503
75,0.01926395483314991,,0.014813490211963654
76,0.020035218447446823,,0.013022451661527157
77,0.021750736981630325,,0.014275911264121532
78,0.020717959851026535,,0.016134675592184067
79,0.01679125241935253,,0.016246503219008446
80,0.01828056015074253,,0.014625164680182934
81,0.018548136577010155,,0.01487246248871088
82,0.01799892820417881,,0.017932090908288956
83,0.01772340200841427,,0.015537782572209835
84,0.017585238441824913,,0.012635831721127033
85,0.016208641231060028,,0.01642455719411373
86,0.0141989691182971,,0.015309703536331654
87,0.01679632067680359,,0.014158671721816063
88,0.015463287010788918,,0.013544334098696709
89,0.015454784035682678,,0.018991757184267044
90,0.016636451706290245,,0.014426925219595432
91,0.013245215639472008,,0.01335049793124199
92,0.013109646737575531,,0.018120428547263145
93,0.013549290597438812,,0.014345737174153328
94,0.01306750439107418,,0.010468626394867897
95,0.01316106878221035,,0.012956022284924984
96,0.015378965064883232,,0.012244023382663727
97,0.012860752642154694,,0.014977706596255302
98,0.013122296892106533,,0.012174767442047596
99,0.014213035814464092,,0.010397141799330711
100,0.012614605948328972,,0.011692773550748825
101,0.012632454745471478,,0.016423065215349197
102,0.011899079196155071,,0.02088540978729725
103,0.011398869566619396,,0.01209531631320715
104,0.014023891650140285,,0.011959031224250793
105,0.011133639141917229,,0.010053809732198715
106,0.012432913295924664,,0.010147178545594215
107,0.010489090345799923,,0.008391762152314186
108,0.012651655822992325,,0.011307583190500736
109,0.010868951678276062,,0.009197098203003407
110,0.008943580090999603,,0.008623892441391945
111,0.011816160753369331,,0.008704558946192265
112,0.009682286530733109,,0.00806699600070715
113,0.010579056106507778,,0.011684131808578968
114,0.010786029510200024,,0.0087417121976614
115,0.010147376917302608,,0.008990492671728134
116,0.009692488238215446,,0.007187394425272942
117,0.009398695081472397,,0.01005942840129137
118,0.011180642060935497,,0.011284521780908108
119,0.007795536890625954,,0.009045966900885105
120,0.011447581462562084,,0.010110290721058846
121,0.008617180399596691,,0.01240178570151329
122,0.009464631788432598,,0.011290626600384712
123,0.008340161293745041,,0.015456786379218102
124,0.008720533922314644,,0.007381371222436428
125,0.007507731672376394,,0.007971107959747314
126,0.009652049280703068,,0.010745703242719173
127,0.008000355213880539,,0.01051146350800991
128,0.010853315703570843,,0.008625151589512825
129,0.008001584559679031,,0.008602892979979515
130,0.008296264335513115,,0.007143763359636068
131,0.00757611682638526,,0.012353641912341118
132,0.008942557498812675,,0.009142550639808178
133,0.006962206214666367,,0.006065915338695049
134,0.007524088956415653,,0.011749557219445705
135,0.00830288976430893,,0.012133290991187096
136,0.008398947305977345,,0.007607011590152979
