model,fraction,seed,split,task_id,family,success,collision,ground_contact,unsafe,timeout,mean_return,episode_steps,action_clip_count,policy_action_support_violation_count
Diffusion,100,20260821,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_008,FRESH,0,1,0,1,0,-15.874167624002663,691,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_000,FRESH,0,1,0,1,0,-15.184200043224052,414,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_001,FRESH,0,1,0,1,0,-16.314150412003094,339,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_002,FRESH,0,1,0,1,0,-16.203029830479302,263,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_003,FRESH,0,1,0,1,0,-16.71691504884601,238,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_004,FRESH,0,1,0,1,0,-15.426977764712312,336,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_005,FRESH,0,1,0,1,0,-15.924223052212042,379,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_006,FRESH,0,1,0,1,0,-16.835725244209254,192,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_007,FRESH,0,0,1,1,0,-18.640252007224042,443,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CROSSOVER_00_TASK_008,FRESH,0,1,0,1,0,-16.325622256204333,193,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_000,FRESH,0,0,1,1,0,-12.290398322197431,565,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_003,FRESH,0,0,0,0,1,10.392954109681845,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_004,FRESH,0,0,0,0,1,8.576569932902288,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_007,FRESH,0,1,0,1,0,-15.734437786759134,311,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_008,FRESH,0,0,0,0,1,9.210941796955773,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_012,FRESH,0,1,0,1,0,-16.958516584534195,307,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_017,FRESH,0,1,0,1,0,-12.045527050414734,442,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_019,FRESH,0,0,0,0,1,11.244813426185956,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DOUBLE_00_TASK_021,FRESH,0,0,1,1,0,-12.031418393714986,677,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_000,FRESH,0,0,0,0,1,-0.8458081347378971,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_001,FRESH,0,0,0,0,1,3.8443977297182137,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_002,FRESH,0,0,0,0,1,3.7700662583131797,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_003,FRESH,0,0,0,0,1,-1.4638164323285954,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_004,FRESH,0,0,0,0,1,-1.7961981383385142,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_005,FRESH,0,0,0,0,1,-1.2251135803413538,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_006,FRESH,0,0,0,0,1,-1.949851434022001,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_007,FRESH,0,0,0,0,1,-2.0665190717883024,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_CHICANE_00_TASK_008,FRESH,0,0,0,0,1,-1.7550548264423929,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_000,FRESH,0,1,0,1,0,-17.32266965296452,235,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_001,FRESH,0,1,0,1,0,-15.565368733940817,379,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_002,FRESH,0,1,0,1,0,-16.540252248836996,187,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_003,FRESH,0,1,0,1,0,-16.663648117421072,200,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_004,FRESH,0,1,0,1,0,-15.491141219465414,390,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_005,FRESH,0,1,0,1,0,-16.24470880076695,399,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_006,FRESH,0,1,0,1,0,-17.14792229005235,159,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_007,FRESH,0,0,1,1,0,-17.01839676149409,254,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_GATE_00_TASK_008,FRESH,0,0,0,0,1,9.527392540974407,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_000,FRESH,1,0,0,0,0,29.792965090509128,700,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_001,FRESH,0,1,0,1,0,-17.273226048781606,242,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_002,FRESH,0,1,0,1,0,-15.352466321766904,333,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_003,FRESH,1,0,0,0,0,28.804946337583143,636,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_004,FRESH,1,0,0,0,0,29.042695931604463,672,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_005,FRESH,0,1,0,1,0,-16.583042101234327,319,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_006,FRESH,0,1,0,1,0,-16.540135526384347,340,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_007,FRESH,0,1,0,1,0,-16.745135742441374,316,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_DETOUR_00_TASK_008,FRESH,0,1,0,1,0,-17.41330394996422,256,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_000,FRESH,0,0,0,0,1,-2.4419592018969563,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_001,FRESH,0,1,0,1,0,-16.460587689689454,937,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_002,FRESH,0,0,0,0,1,-1.960788053129473,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_003,FRESH,0,1,0,1,0,-11.917438060680746,711,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_004,FRESH,0,0,0,0,1,9.174294410901538,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_005,FRESH,0,0,0,0,1,-2.994017390738299,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_006,FRESH,0,1,0,1,0,-16.881321147485995,663,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_007,FRESH,0,0,0,0,1,8.509968758548117,960,0,0
Diffusion,100,20260822,S7_FRESH_DEVELOPMENT,FRESH_TWIN_GATE_00_TASK_008,FRESH,0,0,0,0,1,14.134857711717197,960,0,0
