env_steps,success,success_rate,collision,collision_rate,unsafe,unsafe_rate,mean_return,timeout,open_success,open_success_rate,block_success,block_success_rate,sbend_success,sbend_success_rate,obstacle_success,obstacle_success_rate
0,37,0.6851851851851852,9,0.16666666666666666,9,0.16666666666666666,17.90953378159614,8,17,0.9444444444444444,9,0.5,11,0.6111111111111112,20,0.5555555555555556
50000,30,0.5555555555555556,11,0.2037037037037037,11,0.2037037037037037,14.206150555618088,13,16,0.8888888888888888,5,0.2777777777777778,9,0.5,14,0.3888888888888889
100000,24,0.4444444444444444,17,0.3148148148148148,17,0.3148148148148148,8.798033043101698,13,16,0.8888888888888888,0,0.0,8,0.4444444444444444,8,0.2222222222222222
150000,33,0.6111111111111112,15,0.2777777777777778,15,0.2777777777777778,13.6656533512245,6,18,1.0,4,0.2222222222222222,11,0.6111111111111112,15,0.4166666666666667
200000,28,0.5185185185185185,15,0.2777777777777778,15,0.2777777777777778,11.310211874597918,11,17,0.9444444444444444,2,0.1111111111111111,9,0.5,11,0.3055555555555556
250000,27,0.5,15,0.2777777777777778,15,0.2777777777777778,10.770048175741083,12,17,0.9444444444444444,2,0.1111111111111111,8,0.4444444444444444,10,0.2777777777777778
300000,20,0.37037037037037035,19,0.35185185185185186,19,0.35185185185185186,6.299779387807498,15,15,0.8333333333333334,1,0.05555555555555555,4,0.2222222222222222,5,0.1388888888888889
350000,22,0.4074074074074074,20,0.37037037037037035,20,0.37037037037037035,6.816039198083214,12,16,0.8888888888888888,2,0.1111111111111111,4,0.2222222222222222,6,0.16666666666666666
400000,20,0.37037037037037035,21,0.3888888888888889,21,0.3888888888888889,5.272626760165748,13,14,0.7777777777777778,2,0.1111111111111111,4,0.2222222222222222,6,0.16666666666666666
450000,15,0.2777777777777778,23,0.42592592592592593,23,0.42592592592592593,2.2683382225826145,16,12,0.6666666666666666,0,0.0,3,0.16666666666666666,3,0.08333333333333333
500000,17,0.3148148148148148,21,0.3888888888888889,21,0.3888888888888889,4.2106008610296035,16,11,0.6111111111111112,1,0.05555555555555555,5,0.2777777777777778,6,0.16666666666666666
